audit_id,entity_id,entity_legal_name,country_code,regulatory_regime,reporting_year,auditor_name,auditor_type,assurance_standard,assurance_level,assurance_scope_type,scope_description,covered_kpi_codes,covered_kpi_names,linked_board_meeting_id,linked_erm_risk_ids,opinion,findings_summary,material_weakness_flag,remediation_due_date,sign_off_date,assurance_engagement_status,evidence_basis,data_source,created_from
AUD-ENT-ES-006-2022,ENT-ES-006,Atlas Leasing Spain SL,ES,CSRD,2022,PwC Spain,big4,ISAE3410,reasonable,operational_emissions_and_governance,Assurance over operational emissions and governance oversight metrics: Scope 1 emissions; Scope 2 location-based emissions; Total operational Scope 1 and 2 emissions; Board meetings with ESG agenda,ENV-001; ENV-002; ENV-003; GOV-001,Scope 1 emissions; Scope 2 location-based emissions; Total operational Scope 1 and 2 emissions; Board meetings with ESG agenda,MTG-000265,RISK-015; RISK-006,unmodified,No material misstatements identified; minor process observations communicated to management.,False,,2023-03-28,signed_off,board_minutes; entity_master; erm_system; esg_kpi_tracker,synthetic_assurance_engagement_register,synthetic_audit_log_generation_v2_core_tables_aligned
AUD-ENT-ES-006-2023,ENT-ES-006,Atlas Leasing Spain SL,ES,CSRD,2023,PwC Spain,big4,ISAE3000,reasonable,operational_emissions_and_governance,Assurance over operational emissions and governance oversight metrics: Scope 1 emissions; Scope 2 location-based emissions; Total operational Scope 1 and 2 emissions; Board meetings with ESG agenda,ENV-001; ENV-002; ENV-003; GOV-001,Scope 1 emissions; Scope 2 location-based emissions; Total operational Scope 1 and 2 emissions; Board meetings with ESG agenda,MTG-000278,RISK-001; RISK-002,unmodified,Evidence obtained was sufficient and appropriate for the stated assurance scope.,False,,2024-03-26,signed_off,board_minutes; entity_master; erm_system; esg_kpi_tracker,synthetic_assurance_engagement_register,synthetic_audit_log_generation_v2_core_tables_aligned
AUD-ENT-ES-006-2024,ENT-ES-006,Atlas Leasing Spain SL,ES,CSRD,2024,PwC Spain,big4,ISAE3000,reasonable,full_esg_and_financed_emissions,"Reasonable assurance over operational emissions, financed emissions, portfolio climate KPIs, governance and selected social metrics: Scope 1 emissions; Scope 2 location-based emissions; Total operational Scope 1 and 2 emissions; Financed emissions Scope 1 and 2; High-emission sector exposure; Average PCAF data quality score; Financed emissions data coverage; Sovereign bond exposure; Project finance exposure; Real estate exposure; Motor vehicle exposure; Financed emissions Scope 1, 2 and 3; Board meetings with ESG agenda; Gender pay gap; ESG training completion",ENV-001; ENV-002; ENV-003; FIN-001; FIN-003; FIN-004; FIN-005; FIN-008; FIN-009; FIN-010; FIN-011; FIN-012; GOV-001; SOC-001; SOC-002,"Scope 1 emissions; Scope 2 location-based emissions; Total operational Scope 1 and 2 emissions; Financed emissions Scope 1 and 2; High-emission sector exposure; Average PCAF data quality score; Financed emissions data coverage; Sovereign bond exposure; Project finance exposure; Real estate exposure; Motor vehicle exposure; Financed emissions Scope 1, 2 and 3; Board meetings with ESG agenda; Gender pay gap; ESG training completion",MTG-000286,RISK-015; RISK-012; RISK-001,modified,Modified conclusion due to limited evidence over selected Scope 3 estimation assumptions.,True,2025-08-28,2025-03-24,signed_off,board_minutes; collateral_register; counterparty_master; emission_factors; entity_master; erm_system; esg_kpi_tracker; loan_book; utility_bills,synthetic_assurance_engagement_register,synthetic_audit_log_generation_v2_core_tables_aligned
AUD-ENT-IT-007-2019,ENT-IT-007,Atlas Consumer Finance Italia SpA,IT,CSRD,2019,Deloitte Italy,big4,ISAE3000,limited,operational_emissions,Limited assurance over operational Scope 1 and Scope 2 emissions: Scope 1 emissions; Scope 2 location-based emissions; Total operational Scope 1 and 2 emissions,ENV-001; ENV-002; ENV-003,Scope 1 emissions; Scope 2 location-based emissions; Total operational Scope 1 and 2 emissions,MTG-000295,RISK-007; RISK-015,unmodified,Assurance procedures completed with clean conclusion across selected ESG metrics.,False,,2020-03-23,signed_off,board_minutes; entity_master; erm_system; esg_kpi_tracker,synthetic_assurance_engagement_register,synthetic_audit_log_generation_v2_core_tables_aligned
AUD-ENT-IT-007-2020,ENT-IT-007,Atlas Consumer Finance Italia SpA,IT,CSRD,2020,Deloitte Italy,big4,ISAE3000,limited,operational_emissions,Limited assurance over operational Scope 1 and Scope 2 emissions: Scope 1 emissions; Scope 2 location-based emissions; Total operational Scope 1 and 2 emissions,ENV-001; ENV-002; ENV-003,Scope 1 emissions; Scope 2 location-based emissions; Total operational Scope 1 and 2 emissions,MTG-000297,RISK-004; RISK-001,modified,Modified conclusion due to limited evidence over selected Scope 3 estimation assumptions.,True,2021-06-08,2021-03-24,signed_off,board_minutes; entity_master; erm_system; esg_kpi_tracker,synthetic_assurance_engagement_register,synthetic_audit_log_generation_v2_core_tables_aligned
AUD-ENT-IT-007-2021,ENT-IT-007,Atlas Consumer Finance Italia SpA,IT,CSRD,2021,Deloitte Italy,big4,ISAE3000,limited,operational_emissions,Limited assurance over operational Scope 1 and Scope 2 emissions: Scope 1 emissions; Scope 2 location-based emissions; Total operational Scope 1 and 2 emissions,ENV-001; ENV-002; ENV-003,Scope 1 emissions; Scope 2 location-based emissions; Total operational Scope 1 and 2 emissions,MTG-000306,RISK-008; RISK-012,unmodified,Assurance procedures completed with clean conclusion across selected ESG metrics.,False,,2022-03-21,signed_off,board_minutes; entity_master; erm_system; esg_kpi_tracker,synthetic_assurance_engagement_register,synthetic_audit_log_generation_v2_core_tables_aligned
AUD-ENT-IT-007-2022,ENT-IT-007,Atlas Consumer Finance Italia SpA,IT,CSRD,2022,Deloitte Italy,big4,ISAE3000,limited,operational_emissions_and_governance,Assurance over operational emissions and governance oversight metrics: Scope 1 emissions; Scope 2 location-based emissions; Total operational Scope 1 and 2 emissions; Board meetings with ESG agenda,ENV-001; ENV-002; ENV-003; GOV-001,Scope 1 emissions; Scope 2 location-based emissions; Total operational Scope 1 and 2 emissions; Board meetings with ESG agenda,MTG-000316,RISK-015; RISK-014,unmodified,Evidence obtained was sufficient and appropriate for the stated assurance scope.,False,,2023-03-20,signed_off,board_minutes; entity_master; erm_system; esg_kpi_tracker,synthetic_assurance_engagement_register,synthetic_audit_log_generation_v2_core_tables_aligned
AUD-ENT-IT-007-2023,ENT-IT-007,Atlas Consumer Finance Italia SpA,IT,CSRD,2023,Deloitte Italy,big4,ISAE3410,limited,operational_emissions_and_governance,Assurance over operational emissions and governance oversight metrics: Scope 1 emissions; Scope 2 location-based emissions; Total operational Scope 1 and 2 emissions; Board meetings with ESG agenda,ENV-001; ENV-002; ENV-003; GOV-001,Scope 1 emissions; Scope 2 location-based emissions; Total operational Scope 1 and 2 emissions; Board meetings with ESG agenda,MTG-000326,RISK-005; RISK-004,unmodified,No material misstatements identified; minor process observations communicated to management.,False,,2024-03-24,signed_off,board_minutes; entity_master; erm_system; esg_kpi_tracker,synthetic_assurance_engagement_register,synthetic_audit_log_generation_v2_core_tables_aligned
AUD-ENT-IT-007-2024,ENT-IT-007,Atlas Consumer Finance Italia SpA,IT,CSRD,2024,Deloitte Italy,big4,ISAE3000,reasonable,full_esg_and_financed_emissions,"Reasonable assurance over operational emissions, financed emissions, portfolio climate KPIs, governance and selected social metrics: Scope 1 emissions; Scope 2 location-based emissions; Total operational Scope 1 and 2 emissions; Financed emissions Scope 1 and 2; High-emission sector exposure; Average PCAF data quality score; Financed emissions data coverage; Sovereign bond exposure; Project finance exposure; Real estate exposure; Motor vehicle exposure; Financed emissions Scope 1, 2 and 3; Board meetings with ESG agenda; Gender pay gap; ESG training completion",ENV-001; ENV-002; ENV-003; FIN-001; FIN-003; FIN-004; FIN-005; FIN-008; FIN-009; FIN-010; FIN-011; FIN-012; GOV-001; SOC-001; SOC-002,"Scope 1 emissions; Scope 2 location-based emissions; Total operational Scope 1 and 2 emissions; Financed emissions Scope 1 and 2; High-emission sector exposure; Average PCAF data quality score; Financed emissions data coverage; Sovereign bond exposure; Project finance exposure; Real estate exposure; Motor vehicle exposure; Financed emissions Scope 1, 2 and 3; Board meetings with ESG agenda; Gender pay gap; ESG training completion",MTG-000329,RISK-010; RISK-002; RISK-008,unmodified,Assurance procedures completed with clean conclusion across selected ESG metrics.,False,,2025-03-22,signed_off,board_minutes; collateral_register; counterparty_master; emission_factors; entity_master; erm_system; esg_kpi_tracker; loan_book; utility_bills,synthetic_assurance_engagement_register,synthetic_audit_log_generation_v2_core_tables_aligned
AUD-ENT-BE-008-2019,ENT-BE-008,Atlas Bank Belgium SA,BE,CSRD,2019,KPMG Germany,big4,ISAE3000,limited,operational_emissions,Limited assurance over operational Scope 1 and Scope 2 emissions: Scope 1 emissions; Scope 2 location-based emissions; Total operational Scope 1 and 2 emissions,ENV-001; ENV-002; ENV-003,Scope 1 emissions; Scope 2 location-based emissions; Total operational Scope 1 and 2 emissions,MTG-000343,RISK-006; RISK-003,unmodified,Evidence obtained was sufficient and appropriate for the stated assurance scope.,False,,2020-03-28,signed_off,board_minutes; entity_master; erm_system; esg_kpi_tracker,synthetic_assurance_engagement_register,synthetic_audit_log_generation_v2_core_tables_aligned
AUD-ENT-BE-008-2020,ENT-BE-008,Atlas Bank Belgium SA,BE,CSRD,2020,KPMG Germany,big4,ISAE3000,limited,operational_emissions,Limited assurance over operational Scope 1 and Scope 2 emissions: Scope 1 emissions; Scope 2 location-based emissions; Total operational Scope 1 and 2 emissions,ENV-001; ENV-002; ENV-003,Scope 1 emissions; Scope 2 location-based emissions; Total operational Scope 1 and 2 emissions,MTG-000349,RISK-013; RISK-004,modified,Modified conclusion due to limited evidence over selected Scope 3 estimation assumptions.,True,2021-06-24,2021-03-20,signed_off,board_minutes; entity_master; erm_system; esg_kpi_tracker,synthetic_assurance_engagement_register,synthetic_audit_log_generation_v2_core_tables_aligned
AUD-ENT-BE-008-2021,ENT-BE-008,Atlas Bank Belgium SA,BE,CSRD,2021,KPMG Germany,big4,ISAE3000,limited,operational_emissions,Limited assurance over operational Scope 1 and Scope 2 emissions: Scope 1 emissions; Scope 2 location-based emissions; Total operational Scope 1 and 2 emissions,ENV-001; ENV-002; ENV-003,Scope 1 emissions; Scope 2 location-based emissions; Total operational Scope 1 and 2 emissions,MTG-000354,RISK-004; RISK-008,disclaimer,Disclaimer issued because supporting evidence was insufficient for key reported metrics.,True,2022-09-04,2022-03-26,signed_off,board_minutes; entity_master; erm_system; esg_kpi_tracker,synthetic_assurance_engagement_register,synthetic_audit_log_generation_v2_core_tables_aligned
AUD-ENT-BE-008-2022,ENT-BE-008,Atlas Bank Belgium SA,BE,CSRD,2022,KPMG Germany,big4,ISAE3410,limited,operational_emissions_and_governance,Assurance over operational emissions and governance oversight metrics: Scope 1 emissions; Scope 2 location-based emissions; Total operational Scope 1 and 2 emissions; Board meetings with ESG agenda,ENV-001; ENV-002; ENV-003; GOV-001,Scope 1 emissions; Scope 2 location-based emissions; Total operational Scope 1 and 2 emissions; Board meetings with ESG agenda,MTG-000365,RISK-012; RISK-013,unmodified,Assurance procedures completed with clean conclusion across selected ESG metrics.,False,,2023-03-26,signed_off,board_minutes; entity_master; erm_system; esg_kpi_tracker,synthetic_assurance_engagement_register,synthetic_audit_log_generation_v2_core_tables_aligned
AUD-ENT-BE-008-2023,ENT-BE-008,Atlas Bank Belgium SA,BE,CSRD,2023,KPMG Germany,big4,ISAE3000,limited,operational_emissions_and_governance,Assurance over operational emissions and governance oversight metrics: Scope 1 emissions; Scope 2 location-based emissions; Total operational Scope 1 and 2 emissions; Board meetings with ESG agenda,ENV-001; ENV-002; ENV-003; GOV-001,Scope 1 emissions; Scope 2 location-based emissions; Total operational Scope 1 and 2 emissions; Board meetings with ESG agenda,MTG-000369,RISK-008; RISK-013,unmodified,Assurance procedures completed with clean conclusion across selected ESG metrics.,False,,2024-03-23,signed_off,board_minutes; entity_master; erm_system; esg_kpi_tracker,synthetic_assurance_engagement_register,synthetic_audit_log_generation_v2_core_tables_aligned
AUD-ENT-BE-008-2024,ENT-BE-008,Atlas Bank Belgium SA,BE,CSRD,2024,KPMG Germany,big4,ISAE3000,reasonable,full_esg_and_financed_emissions,"Reasonable assurance over operational emissions, financed emissions, portfolio climate KPIs, governance and selected social metrics: Scope 1 emissions; Scope 2 location-based emissions; Total operational Scope 1 and 2 emissions; Financed emissions Scope 1 and 2; High-emission sector exposure; Average PCAF data quality score; Financed emissions data coverage; Sovereign bond exposure; Project finance exposure; Real estate exposure; Motor vehicle exposure; Financed emissions Scope 1, 2 and 3; Board meetings with ESG agenda; Gender pay gap; ESG training completion",ENV-001; ENV-002; ENV-003; FIN-001; FIN-003; FIN-004; FIN-005; FIN-008; FIN-009; FIN-010; FIN-011; FIN-012; GOV-001; SOC-001; SOC-002,"Scope 1 emissions; Scope 2 location-based emissions; Total operational Scope 1 and 2 emissions; Financed emissions Scope 1 and 2; High-emission sector exposure; Average PCAF data quality score; Financed emissions data coverage; Sovereign bond exposure; Project finance exposure; Real estate exposure; Motor vehicle exposure; Financed emissions Scope 1, 2 and 3; Board meetings with ESG agenda; Gender pay gap; ESG training completion",MTG-000383,RISK-007; RISK-011; RISK-005,modified,Boundary restatement required for one subsidiary; comparative figures corrected.,True,2025-05-28,2025-03-21,signed_off,board_minutes; collateral_register; counterparty_master; emission_factors; entity_master; erm_system; esg_kpi_tracker; loan_book; utility_bills,synthetic_assurance_engagement_register,synthetic_audit_log_generation_v2_core_tables_aligned
AUD-ENT-LU-009-2019,ENT-LU-009,Atlas Asset Management Luxembourg SA,LU,CSRD,2019,EY Germany,big4,ISAE3410,limited,operational_emissions,Limited assurance over operational Scope 1 and Scope 2 emissions: Scope 1 emissions; Scope 2 location-based emissions; Total operational Scope 1 and 2 emissions,ENV-001; ENV-002; ENV-003,Scope 1 emissions; Scope 2 location-based emissions; Total operational Scope 1 and 2 emissions,MTG-000385,RISK-005; RISK-013,unmodified,Evidence obtained was sufficient and appropriate for the stated assurance scope.,False,,2020-03-25,signed_off,board_minutes; entity_master; erm_system; esg_kpi_tracker,synthetic_assurance_engagement_register,synthetic_audit_log_generation_v2_core_tables_aligned
AUD-ENT-LU-009-2020,ENT-LU-009,Atlas Asset Management Luxembourg SA,LU,CSRD,2020,EY Germany,big4,ISAE3410,limited,operational_emissions,Limited assurance over operational Scope 1 and Scope 2 emissions: Scope 1 emissions; Scope 2 location-based emissions; Total operational Scope 1 and 2 emissions,ENV-001; ENV-002; ENV-003,Scope 1 emissions; Scope 2 location-based emissions; Total operational Scope 1 and 2 emissions,MTG-000398,RISK-004; RISK-010,unmodified,Evidence obtained was sufficient and appropriate for the stated assurance scope.,False,,2021-03-28,signed_off,board_minutes; entity_master; erm_system; esg_kpi_tracker,synthetic_assurance_engagement_register,synthetic_audit_log_generation_v2_core_tables_aligned
AUD-ENT-LU-009-2021,ENT-LU-009,Atlas Asset Management Luxembourg SA,LU,CSRD,2021,EY Germany,big4,ISAE3410,limited,operational_emissions,Limited assurance over operational Scope 1 and Scope 2 emissions: Scope 1 emissions; Scope 2 location-based emissions; Total operational Scope 1 and 2 emissions,ENV-001; ENV-002; ENV-003,Scope 1 emissions; Scope 2 location-based emissions; Total operational Scope 1 and 2 emissions,MTG-000407,RISK-001; RISK-002,adverse,Adverse conclusion issued because reported figures were not supported by reliable evidence.,True,2022-09-10,2022-03-21,signed_off,board_minutes; entity_master; erm_system; esg_kpi_tracker,synthetic_assurance_engagement_register,synthetic_audit_log_generation_v2_core_tables_aligned
AUD-ENT-LU-009-2022,ENT-LU-009,Atlas Asset Management Luxembourg SA,LU,CSRD,2022,EY Germany,big4,ISAE3000,reasonable,operational_emissions_and_governance,Assurance over operational emissions and governance oversight metrics: Scope 1 emissions; Scope 2 location-based emissions; Total operational Scope 1 and 2 emissions; Board meetings with ESG agenda,ENV-001; ENV-002; ENV-003; GOV-001,Scope 1 emissions; Scope 2 location-based emissions; Total operational Scope 1 and 2 emissions; Board meetings with ESG agenda,MTG-000410,RISK-010; RISK-013,unmodified,No material misstatements identified; minor process observations communicated to management.,False,,2023-03-21,signed_off,board_minutes; entity_master; erm_system; esg_kpi_tracker,synthetic_assurance_engagement_register,synthetic_audit_log_generation_v2_core_tables_aligned
AUD-ENT-LU-009-2023,ENT-LU-009,Atlas Asset Management Luxembourg SA,LU,CSRD,2023,EY Germany,big4,ISAE3410,reasonable,operational_emissions_and_governance,Assurance over operational emissions and governance oversight metrics: Scope 1 emissions; Scope 2 location-based emissions; Total operational Scope 1 and 2 emissions; Board meetings with ESG agenda,ENV-001; ENV-002; ENV-003; GOV-001,Scope 1 emissions; Scope 2 location-based emissions; Total operational Scope 1 and 2 emissions; Board meetings with ESG agenda,MTG-000420,RISK-014; RISK-005,unmodified,Evidence obtained was sufficient and appropriate for the stated assurance scope.,False,,2024-03-27,signed_off,board_minutes; entity_master; erm_system; esg_kpi_tracker,synthetic_assurance_engagement_register,synthetic_audit_log_generation_v2_core_tables_aligned
AUD-ENT-LU-009-2024,ENT-LU-009,Atlas Asset Management Luxembourg SA,LU,CSRD,2024,EY Germany,big4,ISAE3410,reasonable,full_esg_and_financed_emissions,"Reasonable assurance over operational emissions, financed emissions, portfolio climate KPIs, governance and selected social metrics: Scope 1 emissions; Scope 2 location-based emissions; Total operational Scope 1 and 2 emissions; Financed emissions Scope 1 and 2; High-emission sector exposure; Average PCAF data quality score; Financed emissions data coverage; Sovereign bond exposure; Project finance exposure; Real estate exposure; Motor vehicle exposure; Financed emissions Scope 1, 2 and 3; Board meetings with ESG agenda; Gender pay gap; ESG training completion",ENV-001; ENV-002; ENV-003; FIN-001; FIN-003; FIN-004; FIN-005; FIN-008; FIN-009; FIN-010; FIN-011; FIN-012; GOV-001; SOC-001; SOC-002,"Scope 1 emissions; Scope 2 location-based emissions; Total operational Scope 1 and 2 emissions; Financed emissions Scope 1 and 2; High-emission sector exposure; Average PCAF data quality score; Financed emissions data coverage; Sovereign bond exposure; Project finance exposure; Real estate exposure; Motor vehicle exposure; Financed emissions Scope 1, 2 and 3; Board meetings with ESG agenda; Gender pay gap; ESG training completion",MTG-000425,RISK-011; RISK-005; RISK-001,unmodified,No material misstatements identified; minor process observations communicated to management.,False,,2025-03-21,signed_off,board_minutes; collateral_register; counterparty_master; emission_factors; entity_master; erm_system; esg_kpi_tracker; loan_book; utility_bills,synthetic_assurance_engagement_register,synthetic_audit_log_generation_v2_core_tables_aligned
AUD-ENT-US-010-2019,ENT-US-010,Atlas Securities USA Inc.,US,SEC_climate,2019,EY Germany,big4,ISAE3000,limited,operational_emissions,Limited assurance over operational Scope 1 and Scope 2 emissions: Scope 1 emissions; Scope 2 location-based emissions; Total operational Scope 1 and 2 emissions,ENV-001; ENV-002; ENV-003,Scope 1 emissions; Scope 2 location-based emissions; Total operational Scope 1 and 2 emissions,MTG-000433,RISK-011; RISK-013,modified,Modified conclusion due to limited evidence over selected Scope 3 estimation assumptions.,True,2020-07-02,2020-03-28,signed_off,board_minutes; entity_master; erm_system; esg_kpi_tracker,synthetic_assurance_engagement_register,synthetic_audit_log_generation_v2_core_tables_aligned
AUD-ENT-US-010-2020,ENT-US-010,Atlas Securities USA Inc.,US,SEC_climate,2020,EY Germany,big4,ISAE3000,limited,operational_emissions,Limited assurance over operational Scope 1 and Scope 2 emissions: Scope 1 emissions; Scope 2 location-based emissions; Total operational Scope 1 and 2 emissions,ENV-001; ENV-002; ENV-003,Scope 1 emissions; Scope 2 location-based emissions; Total operational Scope 1 and 2 emissions,MTG-000447,RISK-002; RISK-009,unmodified,Assurance procedures completed with clean conclusion across selected ESG metrics.,False,,2021-03-24,signed_off,board_minutes; entity_master; erm_system; esg_kpi_tracker,synthetic_assurance_engagement_register,synthetic_audit_log_generation_v2_core_tables_aligned
AUD-ENT-US-010-2021,ENT-US-010,Atlas Securities USA Inc.,US,SEC_climate,2021,EY Germany,big4,ISAE3000,limited,operational_emissions,Limited assurance over operational Scope 1 and Scope 2 emissions: Scope 1 emissions; Scope 2 location-based emissions; Total operational Scope 1 and 2 emissions,ENV-001; ENV-002; ENV-003,Scope 1 emissions; Scope 2 location-based emissions; Total operational Scope 1 and 2 emissions,MTG-000456,RISK-008; RISK-006,modified,One data lineage weakness identified; management remediation plan agreed.,True,2022-06-09,2022-03-24,signed_off,board_minutes; entity_master; erm_system; esg_kpi_tracker,synthetic_assurance_engagement_register,synthetic_audit_log_generation_v2_core_tables_aligned
AUD-ENT-US-010-2022,ENT-US-010,Atlas Securities USA Inc.,US,SEC_climate,2022,EY Germany,big4,ISAE3410,reasonable,operational_emissions_and_governance,Assurance over operational emissions and governance oversight metrics: Scope 1 emissions; Scope 2 location-based emissions; Total operational Scope 1 and 2 emissions; Board meetings with ESG agenda,ENV-001; ENV-002; ENV-003; GOV-001,Scope 1 emissions; Scope 2 location-based emissions; Total operational Scope 1 and 2 emissions; Board meetings with ESG agenda,MTG-000464,RISK-005; RISK-010,unmodified,Evidence obtained was sufficient and appropriate for the stated assurance scope.,False,,2023-03-28,signed_off,board_minutes; entity_master; erm_system; esg_kpi_tracker,synthetic_assurance_engagement_register,synthetic_audit_log_generation_v2_core_tables_aligned
AUD-ENT-US-010-2023,ENT-US-010,Atlas Securities USA Inc.,US,SEC_climate,2023,EY Germany,big4,ISAE3000,reasonable,operational_emissions_and_governance,Assurance over operational emissions and governance oversight metrics: Scope 1 emissions; Scope 2 location-based emissions; Total operational Scope 1 and 2 emissions; Board meetings with ESG agenda,ENV-001; ENV-002; ENV-003; GOV-001,Scope 1 emissions; Scope 2 location-based emissions; Total operational Scope 1 and 2 emissions; Board meetings with ESG agenda,MTG-000465,RISK-014; RISK-013,unmodified,Evidence obtained was sufficient and appropriate for the stated assurance scope.,False,,2024-03-25,signed_off,board_minutes; entity_master; erm_system; esg_kpi_tracker,synthetic_assurance_engagement_register,synthetic_audit_log_generation_v2_core_tables_aligned
AUD-ENT-US-010-2024,ENT-US-010,Atlas Securities USA Inc.,US,SEC_climate,2024,EY Germany,big4,ISAE3410,reasonable,full_esg_and_financed_emissions,"Reasonable assurance over operational emissions, financed emissions, portfolio climate KPIs, governance and selected social metrics: Scope 1 emissions; Scope 2 location-based emissions; Total operational Scope 1 and 2 emissions; Financed emissions Scope 1 and 2; High-emission sector exposure; Average PCAF data quality score; Financed emissions data coverage; Sovereign bond exposure; Project finance exposure; Real estate exposure; Motor vehicle exposure; Financed emissions Scope 1, 2 and 3; Board meetings with ESG agenda; Gender pay gap; ESG training completion",ENV-001; ENV-002; ENV-003; FIN-001; FIN-003; FIN-004; FIN-005; FIN-008; FIN-009; FIN-010; FIN-011; FIN-012; GOV-001; SOC-001; SOC-002,"Scope 1 emissions; Scope 2 location-based emissions; Total operational Scope 1 and 2 emissions; Financed emissions Scope 1 and 2; High-emission sector exposure; Average PCAF data quality score; Financed emissions data coverage; Sovereign bond exposure; Project finance exposure; Real estate exposure; Motor vehicle exposure; Financed emissions Scope 1, 2 and 3; Board meetings with ESG agenda; Gender pay gap; ESG training completion",MTG-000473,RISK-010; RISK-005; RISK-012,unmodified,Assurance procedures completed with clean conclusion across selected ESG metrics.,False,,2025-03-27,signed_off,board_minutes; collateral_register; counterparty_master; emission_factors; entity_master; erm_system; esg_kpi_tracker; loan_book; utility_bills,synthetic_assurance_engagement_register,synthetic_audit_log_generation_v2_core_tables_aligned
