erm_record_id,risk_id,risk_name,risk_category,climate_risk_driver,time_horizon,reporting_year,entity_id,risk_owner_function,facility_id,counterparty_id,collateral_id,pcaf_asset_class,nace_code,exposure_at_risk_eur,likelihood_score,severity_score,risk_rating_score,risk_rating,financial_impact_eur,erm_integrated_flag,mitigation_status,control_effectiveness,residual_risk_score,residual_risk_rating,geo_id,country_code,postcode,geography_reference,linkage_source,data_source,created_from
ERM-RISK-012-2023,RISK-012,ESG data quality and lineage weakness,governance,data_quality_lineage,short_term,2023,ENT-BE-008,Data Governance,FAC-0021857,CP-0010853,,business_loan,L68.20,6048202.12,4,4,16,high,1572746.18,True,in_progress,strong,12,medium,,BE,,,loan_book + counterparty_master,synthetic_erm_risk_register,synthetic_erm_system_generation_v2_core_tables_aligned
ERM-RISK-012-2024,RISK-012,ESG data quality and lineage weakness,governance,data_quality_lineage,short_term,2024,ENT-IT-007,Data Governance,FAC-0021918,CP-0000732,,business_loan,C24.10,1391182.59,5,4,20,critical,620646.43,True,in_progress,moderate,18,high,,LU,,,loan_book + counterparty_master,synthetic_erm_risk_register,synthetic_erm_system_generation_v2_core_tables_aligned
ERM-RISK-013-2019,RISK-013,Board climate competence gap,governance,board_competence,short_term,2019,ENT-UK-005,Board Secretariat,FAC-0005393,CP-0005393,,business_loan,H49.41,36818555.08,3,3,9,medium,4059952.23,True,monitored,weak,9,medium,,BE,,,loan_book + counterparty_master,synthetic_erm_risk_register,synthetic_erm_system_generation_v2_core_tables_aligned
ERM-RISK-013-2020,RISK-013,Board climate competence gap,governance,board_competence,short_term,2020,ENT-LU-009,Board Secretariat,FAC-0006401,CP-0006401,,business_loan,C24.10,2255993.08,2,3,6,low,642006.15,False,not_started,moderate,4,low,,IT,,,loan_book + counterparty_master,synthetic_erm_risk_register,synthetic_erm_system_generation_v2_core_tables_aligned
ERM-RISK-013-2021,RISK-013,Board climate competence gap,governance,board_competence,short_term,2021,ENT-DE-003,Board Secretariat,FAC-0022932,CP-0002475,,business_loan,L68.20,13795872.46,3,3,9,medium,4899758.72,True,in_progress,moderate,7,medium,,DE,,,loan_book + counterparty_master,synthetic_erm_risk_register,synthetic_erm_system_generation_v2_core_tables_aligned
ERM-RISK-013-2022,RISK-013,Board climate competence gap,governance,board_competence,short_term,2022,ENT-GROUP-001,Board Secretariat,FAC-0006011,CP-0006011,,commercial_re,F41.20,6082481.2,3,3,9,medium,2174189.21,False,in_progress,strong,5,low,,FR,,,loan_book + counterparty_master,synthetic_erm_risk_register,synthetic_erm_system_generation_v2_core_tables_aligned
ERM-RISK-013-2023,RISK-013,Board climate competence gap,governance,board_competence,short_term,2023,ENT-IT-007,Board Secretariat,FAC-0027296,CP-0013171,,project_finance,C24.10,500000000.0,3,3,9,medium,12824194.95,False,implemented,weak,9,medium,,BE,,,loan_book + counterparty_master,synthetic_erm_risk_register,synthetic_erm_system_generation_v2_core_tables_aligned
ERM-RISK-013-2024,RISK-013,Board climate competence gap,governance,board_competence,short_term,2024,ENT-GROUP-001,Board Secretariat,FAC-0027497,CP-0010220,,business_loan,C24.10,15155363.88,3,3,9,medium,6380168.49,True,in_progress,moderate,7,medium,,ES,,,loan_book + counterparty_master,synthetic_erm_risk_register,synthetic_erm_system_generation_v2_core_tables_aligned
ERM-RISK-014-2019,RISK-014,Customer vulnerability and financial inclusion risk,social,customer_vulnerability,medium_term,2019,ENT-GROUP-001,Retail Banking,,,,,,1419329101.96,3,3,9,medium,9663163.03,True,implemented,strong,5,low,,ES,,,entity_master + portfolio_exposure,synthetic_erm_risk_register,synthetic_erm_system_generation_v2_core_tables_aligned
ERM-RISK-014-2020,RISK-014,Customer vulnerability and financial inclusion risk,social,customer_vulnerability,medium_term,2020,ENT-BE-008,Retail Banking,,,,,,3261124818.23,3,3,9,medium,28586383.84,True,implemented,moderate,7,medium,,ES,,,entity_master + portfolio_exposure,synthetic_erm_risk_register,synthetic_erm_system_generation_v2_core_tables_aligned
ERM-RISK-014-2021,RISK-014,Customer vulnerability and financial inclusion risk,social,customer_vulnerability,medium_term,2021,ENT-US-010,Retail Banking,,,,,,3252072748.1,3,3,9,medium,8756994.04,False,in_progress,strong,5,low,,GB,,,entity_master + portfolio_exposure,synthetic_erm_risk_register,synthetic_erm_system_generation_v2_core_tables_aligned
ERM-RISK-014-2022,RISK-014,Customer vulnerability and financial inclusion risk,social,customer_vulnerability,medium_term,2022,ENT-UK-005,Retail Banking,,,,,,3293715862.32,3,3,9,medium,37824456.17,False,monitored,strong,5,low,,LU,,,entity_master + portfolio_exposure,synthetic_erm_risk_register,synthetic_erm_system_generation_v2_core_tables_aligned
ERM-RISK-014-2023,RISK-014,Customer vulnerability and financial inclusion risk,social,customer_vulnerability,medium_term,2023,ENT-GROUP-001,Retail Banking,,,,,,1705432089.5,3,3,9,medium,22496738.19,False,monitored,strong,5,low,,DE,,,entity_master + portfolio_exposure,synthetic_erm_risk_register,synthetic_erm_system_generation_v2_core_tables_aligned
ERM-RISK-014-2024,RISK-014,Customer vulnerability and financial inclusion risk,social,customer_vulnerability,medium_term,2024,ENT-LU-009,Retail Banking,,,,,,758505168.63,3,3,9,medium,16045141.01,True,implemented,weak,9,medium,,NL,,,entity_master + portfolio_exposure,synthetic_erm_risk_register,synthetic_erm_system_generation_v2_core_tables_aligned
ERM-RISK-015-2019,RISK-015,Workforce sustainability skills shortage,social,workforce_skills,short_term,2019,ENT-UK-005,Human Resources,,,,,,3185057248.71,3,3,9,medium,5985513.35,False,in_progress,moderate,7,medium,,BE,,,entity_master + portfolio_exposure,synthetic_erm_risk_register,synthetic_erm_system_generation_v2_core_tables_aligned
ERM-RISK-015-2020,RISK-015,Workforce sustainability skills shortage,social,workforce_skills,short_term,2020,ENT-NL-004,Human Resources,,,,,,1382471688.71,3,3,9,medium,26722685.39,False,implemented,strong,5,low,,GB,,,entity_master + portfolio_exposure,synthetic_erm_risk_register,synthetic_erm_system_generation_v2_core_tables_aligned
ERM-RISK-015-2021,RISK-015,Workforce sustainability skills shortage,social,workforce_skills,short_term,2021,ENT-DE-003,Human Resources,,,,,,1745009342.32,3,3,9,medium,8418203.72,False,in_progress,weak,9,medium,,IT,,,entity_master + portfolio_exposure,synthetic_erm_risk_register,synthetic_erm_system_generation_v2_core_tables_aligned
ERM-RISK-015-2022,RISK-015,Workforce sustainability skills shortage,social,workforce_skills,short_term,2022,ENT-NL-004,Human Resources,,,,,,862732198.54,3,3,9,medium,12951461.64,True,in_progress,strong,5,low,,FR,,,entity_master + portfolio_exposure,synthetic_erm_risk_register,synthetic_erm_system_generation_v2_core_tables_aligned
ERM-RISK-015-2023,RISK-015,Workforce sustainability skills shortage,social,workforce_skills,short_term,2023,ENT-BE-008,Human Resources,,,,,,1962616695.69,3,3,9,medium,8524174.33,False,in_progress,strong,5,low,,US,,,entity_master + portfolio_exposure,synthetic_erm_risk_register,synthetic_erm_system_generation_v2_core_tables_aligned
ERM-RISK-015-2024,RISK-015,Workforce sustainability skills shortage,social,workforce_skills,short_term,2024,ENT-ES-006,Human Resources,,,,,,2474302914.49,3,3,9,medium,30375495.73,False,in_progress,moderate,7,medium,,DE,,,entity_master + portfolio_exposure,synthetic_erm_risk_register,synthetic_erm_system_generation_v2_core_tables_aligned
