hybrid_report_section,hybrid_section_confidence,hybrid_obligation_type,hybrid_mandatory,hybrid_generation_bucket,hybrid_evidence_tags,hybrid_banking_relevance,hybrid_split_ok,hybrid_classification_confidence,hybrid_needs_review,hybrid_reason,requirement_id,hybrid_error
Metrics and Targets,0.86,mandatory,True,must_disclose_leaf,"[""ghg_emissions""]",medium,True,0.84,False,"Appendix B paragraph on GHG emissions measurement conversion to CO2e using IPCC 100-year GWP values, with conditional permission for jurisdiction/exchange-required alternatives; fits Metrics and Targets.",IFRS_S2_B21_C01,
Metrics and Targets,0.93,mandatory,True,must_disclose_leaf,"[""ghg_emissions"", ""scope_3""]",medium,True,0.9,False,Appendix B guidance clarifies mandatory disclosure of GHG emissions measurement per GHG Protocol and confirms Scope 3 must still be disclosed under paragraph 29(a); fits Metrics and Targets.,IFRS_S2_B23_C01,
Metrics and Targets,0.86,mandatory,True,must_disclose_leaf,"[""ghg_emissions""]",medium,True,0.86,False,Appendix B requirement tied to GHG emissions disclosure (para 29(a)(iii)) requiring disclosure of the measurement approach used; fits Metrics and Targets measurement approach details.,IFRS_S2_B27_C01,
Metrics and Targets,0.86,mandatory,True,must_disclose_leaf,"[""ghg_emissions""]",medium,True,0.9,False,Appendix B requirement on GHG emissions measurement approach disclosure; clause (b) mandates disclosing reasons for chosen approach and linkage to paragraph 27 objective.,IFRS_S2_B27_C02,
Metrics and Targets,0.86,mandatory,True,must_disclose_leaf,"[""ghg_emissions""]",medium,True,0.9,False,Appendix B requirement on GHG emissions measurement method disclosure; clearly mandatory leaf item under measurement approach within Metrics and Targets.,IFRS_S2_B28_C01,
Metrics and Targets,0.86,mandatory,True,must_disclose_leaf,"[""ghg_emissions""]",medium,True,0.84,False,Appendix B requirement on GHG emissions measurement approach disclosures; clause (b) is a mandatory leaf item aligned with Metrics and Targets.,IFRS_S2_B28_C02,
Metrics and Targets,0.86,mandatory,True,must_disclose_leaf,"[""ghg_emissions""]",medium,True,0.84,False,"Appendix B paragraph requires disclosure of emission factors used for GHG measurement as part of measurement approach, inputs and assumptions; aligns with Metrics and Targets and is a leaf mandatory disclosure.",IFRS_S2_B29_C01,
Strategy,0.78,mandatory,True,must_disclose_leaf,"[""scenario_analysis""]",medium,True,0.84,False,Appendix B guidance tied to climate-related scenario analysis process; requirement uses 'shall' and is a leaf obligation relevant to Strategy/scenario analysis.,IFRS_S2_B3_C01,
Metrics and Targets,0.86,mandatory,True,must_disclose_leaf,"[""business_model_value_chain"", ""ghg_emissions"", ""scope_3""]",medium,True,0.84,False,"Appendix B paragraph B32 mandates Scope 3 emissions disclosure, including value chain coverage and specifying which Scope 3 categories are included; aligns with Metrics and Targets.",IFRS_S2_B32_C01,
Metrics and Targets,0.86,mandatory,True,must_disclose_leaf,"[""ghg_emissions"", ""scope_3""]",medium,True,0.9,False,Appendix B requirement explicitly requires disclosure of Scope 3 categories included; aligns with Metrics and Targets (GHG emissions disclosures) and is a leaf mandatory disclosure.,IFRS_S2_B33_C01,
Metrics and Targets,0.78,mandatory,True,supporting_guidance_leaf,"[""business_model_value_chain"", ""ghg_emissions"", ""scope_3""]",medium,True,0.74,True,"Clause (a) is an example of significant events/changes, not a standalone disclosure. Keep Metrics and Targets, but bucket as supporting guidance; consider splitting examples from the mandatory reassessment requirement.",IFRS_S2_B34_C01,
Metrics and Targets,0.78,guidance,True,supporting_guidance_leaf,"[""business_model_value_chain"", ""ghg_emissions"", ""scope_3""]",medium,True,0.74,True,"Clause (b) is an example of significant events/changes, supporting the mandatory reassessment requirement; it is not itself a standalone disclosure obligation.",IFRS_S2_B34_C02,
Metrics and Targets,0.78,guidance,True,supporting_guidance_leaf,"[""business_model_value_chain"", ""ghg_emissions"", ""scope_3""]",medium,True,0.74,False,Clause (c) is an example of significant events/changes triggering reassessment; it supports the mandatory reassessment requirement but is not itself a standalone disclosure obligation.,IFRS_S2_B34_C03,
Metrics and Targets,0.74,mandatory,True,must_disclose_leaf,"[""business_model_value_chain"", ""ghg_emissions"", ""scope_3""]",medium,True,0.78,False,Mandatory requirement in Appendix B under Scope 3 GHG emissions on using reasonable and supportable information to determine value chain scope; aligns with Metrics and Targets mapping.,IFRS_S2_B36_C01,
Metrics and Targets,0.86,mandatory,True,must_disclose_leaf,"[""ghg_emissions"", ""scope_3""]",medium,True,0.84,False,Appendix B guidance on Scope 3 measurement includes a clear 'shall use' requirement; aligns with Metrics and Targets (GHG emissions measurement/disclosure preparation).,IFRS_S2_B38_C01,
Metrics and Targets,0.86,mandatory,True,must_disclose_leaf,"[""ghg_emissions"", ""scope_3""]",medium,True,0.84,False,Appendix B Scope 3 measurement framework sets a mandatory requirement on information used for selecting measurement approach/inputs/assumptions for Scope 3 GHG emissions; aligns with Metrics and Targets.,IFRS_S2_B39_C01,
Strategy,0.86,mandatory,True,must_disclose_leaf,"[""scenario_analysis""]",medium,True,0.84,False,Appendix B guidance under ‘Exposure to climate-related risks and opportunities’ requires considering exposure when determining scenario analysis approach; aligns with Strategy and is a leaf mandatory requirement.,IFRS_S2_B4_C01,
Metrics and Targets,0.86,mandatory,True,must_disclose_leaf,"[""ghg_emissions"", ""scope_3""]",medium,True,0.74,True,"Appendix B guidance on prioritising Scope 3 measurement inputs; mandatory language applies to measurement approach, not clearly a disclosure requirement—confirm inclusion as reportable requirement.",IFRS_S2_B40_C01,
Metrics and Targets,0.86,mandatory,True,must_disclose_leaf,"[""business_model_value_chain"", ""ghg_emissions"", ""scope_3""]",medium,True,0.74,True,"Clause (b) is part of a mandatory prioritisation framework for Scope 3 measurement inputs; however it is not a disclosure requirement, so bucket/obligation may be mis-set.",IFRS_S2_B40_C02,
Metrics and Targets,0.86,mandatory,True,must_disclose_leaf,"[""business_model_value_chain"", ""ghg_emissions"", ""scope_3""]",medium,True,0.78,True,"Appendix B mandatory requirement on prioritising Scope 3 inputs fits Metrics and Targets, but clause (c) text appears truncated (ends mid-sentence), so validation needed.",IFRS_S2_B40_C03,
Metrics and Targets,0.86,mandatory,True,must_disclose_leaf,"[""ghg_emissions"", ""scope_3""]",medium,True,0.78,False,Appendix B Scope 3 measurement framework requires prioritising inputs/assumptions; item (d) specifies using verified data as a prioritisation characteristic.,IFRS_S2_B40_C04,
Metrics and Targets,0.74,mandatory,True,must_disclose_leaf,"[""ghg_emissions"", ""scope_3""]",medium,True,0.78,False,"Appendix B guidance on quantifying Scope 3 emissions includes a clear 'shall' requirement to prioritise direct measurement, fitting Metrics and Targets.",IFRS_S2_B43_C01,
Metrics and Targets,0.86,mandatory,True,must_disclose_leaf,"[""business_model_value_chain"", ""ghg_emissions"", ""scope_3""]",medium,True,0.84,False,Appendix B guidance on measuring Scope 3 emissions requires prioritising primary data; aligns with emissions metrics/measurement within Metrics and Targets.,IFRS_S2_B47_C01,
Strategy,0.72,context_objective,True,supporting_objective,[],medium,True,0.74,False,Appendix B paragraph summarises and contextualises requirements in paragraphs 10 and 25 rather than adding a new standalone disclosure requirement.,IFRS_S2_B5_C01,
Metrics and Targets,0.74,mandatory,True,must_disclose_leaf,"[""ghg_emissions"", ""scope_3""]",medium,True,0.78,False,Appendix B paragraph B53 mandates prioritising verified Scope 3 GHG emissions data; aligns with emissions metrics/targets content and is a leaf requirement.,IFRS_S2_B53_C01,
Metrics and Targets,0.86,mandatory,True,must_disclose_leaf,"[""business_model_value_chain"", ""ghg_emissions"", ""scope_3""]",medium,True,0.9,False,"Appendix B requirement mandates disclosure of Scope 3 measurement approach, inputs and assumptions; aligns with emissions metrics disclosures under Metrics and Targets.",IFRS_S2_B55_C01,
Metrics and Targets,0.86,mandatory,True,must_disclose_leaf,"[""business_model_value_chain"", ""ghg_emissions"", ""scope_3""]",medium,True,0.88,False,Appendix B requirement tied to paragraph 29(a)(iii) on Scope 3 GHG emissions measurement; uses 'shall disclose' and is a specific leaf disclosure item under Metrics and Targets.,IFRS_S2_B56_C01,
Metrics and Targets,0.86,mandatory,True,must_disclose_leaf,"[""ghg_emissions"", ""scope_3""]",medium,True,0.9,False,Appendix B requirement tied to paragraph 29(a)(iii) on Scope 3 emissions measurement; uses 'shall disclose' and is a specific leaf disclosure about verified inputs.,IFRS_S2_B56_C02,
Metrics and Targets,0.74,mandatory,True,must_disclose_leaf,"[""ghg_emissions"", ""scope_3""]",medium,True,0.78,False,"Appendix B requirement on Scope 3 emissions: if impracticable to estimate, entity shall disclose how it manages Scope 3 emissions; aligns with Metrics and Targets.",IFRS_S2_B57_C01,
Strategy,0.78,guidance,True,supporting_guidance_leaf,"[""scenario_analysis""]",medium,True,0.74,False,Appendix B paragraph provides application guidance on considering skills/resources when selecting scenario analysis approach; it is not a standalone disclosure requirement despite 'shall' wording.,IFRS_S2_B6_C01,
Metrics and Targets,0.86,mandatory,True,must_disclose_leaf,"[""financed_emissions"", ""insurance""]",high,True,0.88,False,Leaf requirement in Appendix B requiring disclosure of the industry-classification system used when disaggregating B63 information; aligns with Metrics and Targets and is explicitly mandatory.,IFRS_S2_B63A_C05,
Metrics and Targets,0.86,mandatory,True,must_disclose_leaf,"[""insurance""]",high,True,0.84,False,Leaf mandatory disclosure about explaining how the chosen industry-classification system meets B63A(a)(i) when disaggregating; fits Metrics and Targets appendix guidance for financed emissions disaggregation.,IFRS_S2_B63A_C06,
Metrics and Targets,0.86,mandatory,True,must_disclose_leaf,"[""ghg_emissions"", ""metrics""]",medium,True,0.9,False,Appendix B requirement explicitly mandates disclosure of information relevant to cross-industry metric categories (29(b)–(g)) in addition to GHG emissions; fits Metrics and Targets.,IFRS_S2_B64_C01,
Metrics and Targets,0.86,mandatory,True,must_disclose_leaf,"[""metrics""]",medium,True,0.86,False,Appendix B guidance tied to paragraph 29(b)–(g) cross-industry metrics; uses 'shall' and is a specific actionable requirement to consider time horizons per paragraph 10.,IFRS_S2_B65_C01,
Metrics and Targets,0.86,mandatory,True,must_disclose_leaf,"[""business_model_value_chain"", ""metrics""]",medium,True,0.84,False,Appendix B guidance tied to paragraph 29(b)–(g) cross-industry metrics; uses 'shall consider' and is a leaf clause (b) about concentration in business model/value chain.,IFRS_S2_B65_C02,
Metrics and Targets,0.86,mandatory,True,must_disclose_leaf,"[""metrics""]",medium,True,0.84,True,"Leaf mandatory clause in Appendix B tied to paragraph 29(b)–(g) metrics. However, extracted text is truncated after “paragraph 16(a)–”, so validation needed.",IFRS_S2_B65_C03,
Metrics and Targets,0.86,mandatory,True,must_disclose_leaf,"[""financial_effects"", ""metrics""]",medium,True,0.62,True,Clause marker (b) appears mis-extracted: source paragraph (b) is about concentration in business model/value chain; financial position/performance/cash flows relates to (c). Verify clause mapping/text.,IFRS_S2_B65_C04,
Metrics and Targets,0.86,mandatory,True,must_disclose_leaf,"[""metrics""]",medium,True,0.84,False,Appendix B guidance tied to paragraph 29(b)–(g) cross-industry metrics; uses 'shall' and is a leaf clause requiring consideration of industry-based metrics.,IFRS_S2_B65_C05,
Metrics and Targets,0.86,mandatory,True,must_disclose_leaf,"[""connected_information"", ""metrics""]",medium,True,0.84,True,"Mandatory ‘shall’ requirement in Appendix B tied to paragraph 29(b)–(g) metrics; extracted text appears truncated mid-sentence, so validate completeness.",IFRS_S2_B65_C06,
Metrics and Targets,0.86,mandatory,True,must_disclose_leaf,"[""connected_information"", ""metrics""]",medium,True,0.74,True,Clause (ii) is incomplete/truncated and appears to be part of a larger mandatory requirement about connecting disclosures to financial statements; validate text completeness and correct subclause mapping.,IFRS_S2_B65_C08,
Metrics and Targets,0.86,mandatory,True,must_disclose_leaf,"[""connected_information"", ""metrics""]",medium,True,0.78,True,Clause (g) appears to be a fragment of item (e) in the source paragraph; likely extraction/splitting error despite mandatory context.,IFRS_S2_B65_C09,
Metrics and Targets,0.86,mandatory,True,must_disclose_leaf,"[""ghg_emissions"", ""metrics"", ""targets""]",medium,True,0.84,False,"Appendix B paragraph explains mandatory target-disclosure characteristics under paragraph 33, including describing whether quantitative targets are absolute or intensity; aligns with Metrics and Targets.",IFRS_S2_B66_C01,
Metrics and Targets,0.86,mandatory,True,must_disclose_leaf,"[""metrics"", ""targets""]",medium,True,0.84,False,Appendix B target-metric disclosure requirement using 'shall' and aligned to Metrics and Targets; includes mandatory consideration of metric types and disclosure for entity-developed metrics per IFRS S1.,IFRS_S2_B67_C01,
Metrics and Targets,0.93,mandatory,True,must_disclose_leaf,"[""business_model_value_chain"", ""carbon_credits"", ""ghg_emissions"", ""targets""]",medium,True,0.9,False,Appendix B paragraph on GHG emissions targets requires specifying whether the target is gross or net; clearly a leaf disclosure under Metrics and Targets.,IFRS_S2_B68_C01,
Metrics and Targets,0.86,mandatory,True,must_disclose_leaf,"[""ghg_emissions"", ""targets""]",medium,True,0.83,False,Appendix B paragraph clarifies mandatory disclosure: net GHG target requires also disclosing gross GHG target and net target must not obscure gross target information; aligns with Metrics and Targets.,IFRS_S2_B69_C01,
Metrics and Targets,0.86,mandatory,True,must_disclose_leaf,"[""carbon_credits"", ""ghg_emissions"", ""targets""]",medium,True,0.86,False,Appendix B guidance tied to paragraph 36(e) requires disclosure of planned carbon credit use and extent of reliance to meet net GHG targets; aligns with Metrics and Targets.,IFRS_S2_B70_C01,
Metrics and Targets,0.86,mandatory,True,must_disclose_leaf,"[""carbon_credits"", ""ghg_emissions"", ""targets""]",medium,True,0.78,True,Contains both a mandatory disclosure (planned use) and optional guidance (might include purchased credits); may need splitting into mandatory vs optional components.,IFRS_S2_B71_C01,
Strategy,0.86,mandatory,True,must_disclose_leaf,"[""scenario_analysis""]",medium,True,0.82,False,Appendix B guidance under Strategy on determining scenario analysis approach; clause (a) is a concrete required step (selecting inputs) within a mandatory determination.,IFRS_S2_B8_C01,
Strategy,0.86,mandatory,True,must_disclose_leaf,"[""scenario_analysis""]",medium,True,0.84,False,Appendix B guidance under Strategy on determining scenario analysis approach; clause (b) is a real list item requiring analytical choices for carrying out climate-related scenario analysis.,IFRS_S2_B8_C02,
General Requirements,0.86,guidance,False,supporting_guidance_leaf,"[""commercial_banking"", ""materiality""]",high,True,0.9,False,Appendix B materiality guidance describing primary users’ decisions; correctly mapped to General Requirements and is explanatory rather than a disclosure obligation.,IFRS_S1_B14_C02,
Metrics and Targets,0.86,guidance,False,supporting_guidance_leaf,"[""financed_emissions"", ""ghg_emissions"", ""insurance""]",high,True,0.84,False,Appendix B paragraph explains context and rationale for financed emissions as an indicator of exposure to climate-related risks; no explicit disclosure requirement language.,IFRS_S2_B58_C01,
Metrics and Targets,0.86,context_objective,False,supporting_objective,"[""asset_management"", ""financed_emissions""]",high,True,0.74,True,"Row text is a cross-reference/list item, not the actual disclosure requirement; obligation is stated in source paragraph but details are in B61.",IFRS_S2_B59_C02,
Metrics and Targets,0.86,guidance,False,supporting_guidance_leaf,"[""commercial_banking"", ""financed_emissions""]",high,True,0.78,True,Row is appendix guidance but the source text states entities participating in commercial banking are required to disclose additional financed-emissions information; obligation may be mandatory rather than guidance.,IFRS_S2_B59_C03,
