requirement_id,standard,paragraph_id,paragraph_ref,source_pdf,source_pages,report_section,topic,mandatory_status,banking_relevance,evidence_tags,subclause_markers,requirement_label,paragraph_text
IFRS_S1.79,IFRS S1,79,IFRS S1 79,gen_data\IFRS\ifrs_s1.pdf,22,General Requirements,"Sources of guidance, location, timing, comparative information, compliance, judgements, uncertainty, errors",context_or_guidance,general,['methodology'],[],"When amounts reported in sustainability-related financial disclosures cannot be measured directly and can only be estimated, measurement uncertainty arises.","When amounts reported in sustainability-related financial disclosures cannot be measured directly and can only be estimated, measurement uncertainty arises. In some cases, an estimate involves assumptions about possible future events with uncertain outcomes. The use of reasonable estimates is an essential part of preparing sustainability-related financial disclosures and does not undermine the usefulness of the information if the estimates are accurately described and explained. Even a high level of measurement uncertainty would not necessarily prevent such an estimate from providing useful information."
IFRS_S1.80,IFRS S1,80,IFRS S1 80,gen_data\IFRS\ifrs_s1.pdf,22,General Requirements,"Sources of guidance, location, timing, comparative information, compliance, judgements, uncertainty, errors",context_or_guidance,general,['methodology'],[],"The requirement in paragraph 77 for an entity to disclose information about the uncertainties affecting the amounts reported in sustainability-related financial disclosures relates to the estimates that require the entity’s most difficult, subjective or complex judgements.","The requirement in paragraph 77 for an entity to disclose information about the uncertainties affecting the amounts reported in sustainability-related financial disclosures relates to the estimates that require the entity’s most difficult, subjective or complex judgements. As the number of variables and assumptions increases, those judgements become more subjective and complex, and the uncertainty affecting the amounts reported in the sustainability-related financial disclosures increases accordingly."
IFRS_S1.81,IFRS S1,81,IFRS S1 81,gen_data\IFRS\ifrs_s1.pdf,22-23,General Requirements,"Sources of guidance, location, timing, comparative information, compliance, judgements, uncertainty, errors",context_or_guidance,general,['methodology'],"['(a)', '(b)', '(c)', '(d)']",The type and extent of the information an entity might need to disclose vary according to the nature of the amount reported in the sustainability-related financial disclosures—the sources of and the factors contributing to the uncertainty and other circumstances.,"The type and extent of the information an entity might need to disclose vary according to the nature of the amount reported in the sustainability-related financial disclosures—the sources of and the factors contributing to the uncertainty and other circumstances. Examples of the type of information an entity might need to disclose are: (a) the nature of the assumption or other source of measurement uncertainty; (b) the sensitivity of the disclosed amount to the methods, assumptions and estimates underlying its calculation, including the reasons for the sensitivity; (c) the expected resolution of an uncertainty and the range of reasonably possible outcomes for the disclosed amount; and (d) an explanation of changes made to past assumptions concerning the disclosed amount, if the uncertainty remains unresolved."
IFRS_S1.82,IFRS S1,82,IFRS S1 82,gen_data\IFRS\ifrs_s1.pdf,23,General Requirements,"Sources of guidance, location, timing, comparative information, compliance, judgements, uncertainty, errors",optional_or_relief,general,[],[],Other IFRS Sustainability Disclosure Standards may require disclosure of some of the information that an entity would otherwise be required to disclose in accordance with paragraphs 77–78. Errors,Other IFRS Sustainability Disclosure Standards may require disclosure of some of the information that an entity would otherwise be required to disclose in accordance with paragraphs 77–78. Errors
IFRS_S1.83,IFRS S1,83,IFRS S1 83,gen_data\IFRS\ifrs_s1.pdf,23,General Requirements,"Sources of guidance, location, timing, comparative information, compliance, judgements, uncertainty, errors",mandatory,general,"['comparatives', 'materiality']",[],An entity shall correct material prior period errors by restating the comparative amounts for the prior period(s) disclosed unless it is impracticable to do so.,An entity shall correct material prior period errors by restating the comparative amounts for the prior period(s) disclosed unless it is impracticable to do so.
IFRS_S1.84,IFRS S1,84,IFRS S1 84,gen_data\IFRS\ifrs_s1.pdf,23,General Requirements,"Sources of guidance, location, timing, comparative information, compliance, judgements, uncertainty, errors",context_or_guidance,general,[],"['(a)', '(b)']","Prior period errors are omissions from and misstatements in the entity’s sustainability-related financial disclosures for one or more prior periods. Such errors arise from a failure to use, or the misuse of, reliable information that:","Prior period errors are omissions from and misstatements in the entity’s sustainability-related financial disclosures for one or more prior periods. Such errors arise from a failure to use, or the misuse of, reliable information that: (a) was available when the sustainability-related financial disclosures for that period(s) were authorised for issue; and (b) could reasonably be expected to have been obtained and considered in the preparation of those disclosures."
IFRS_S1.85,IFRS S1,85,IFRS S1 85,gen_data\IFRS\ifrs_s1.pdf,23,General Requirements,"Sources of guidance, location, timing, comparative information, compliance, judgements, uncertainty, errors",context_or_guidance,general,[],[],Corrections of errors are distinguished from changes in estimates. Estimates are approximations that an entity might need to revise as additional information becomes known.,Corrections of errors are distinguished from changes in estimates. Estimates are approximations that an entity might need to revise as additional information becomes known.
IFRS_S1.86,IFRS S1,86,IFRS S1 86,gen_data\IFRS\ifrs_s1.pdf,23-25,General Requirements,"Sources of guidance, location, timing, comparative information, compliance, judgements, uncertainty, errors",mandatory,banking_relevant,"['financial_effects', 'governance_body', 'materiality', 'metrics', 'risk_process', 'strategy', 'targets', 'value_chain']","['(a)', '(b)', '(c)']","If an entity identifies a material error in its prior period sustainability-related financial disclosures, it shall apply paragraphs B55–B59.","If an entity identifies a material error in its prior period sustainability-related financial disclosures, it shall apply paragraphs B55–B59. Reports that provide financial information about a reporting entity that is useful to primary users in making decisions relating to providing resources to the entity. Those decisions involve decisions about: (a) buying, selling or holding equity and debt instruments; (b) providing or selling loans and other forms of credit; or (c) exercising rights to vote on, or otherwise influence, the entity’s management’s actions that affect the use of the entity’s economic resources. General purpose financial reports include—but are not restricted to—an entity’s general purpose financial statements and sustainability-related financial disclosures. Standards of that name issued by the International Sustainability Standards Board. Existing and potential investors, lenders and other creditors. A particular form of general purpose financial reports that provide information about the reporting entity’s sustainability-related risks and opportunities that could reasonably be expected to affect the entity’s cash flows, its access to finance or cost of capital over the short, medium or long term, including information about the entity’s governance, strategy and risk management in relation to those risks and opportunities, and related metrics and targets. See primary users of general purpose financial reports (primary users). These definitions describe the same population. A value chain encompasses the interactions, resources and relationships an entity uses and depends on to create its products or services from conception to delivery, consumption and end-of-life, including interactions, resources and relationships in the entity’s operations, such as human resources; those along its supply, marketing and distribution channels, such as materials and service sourcing, and product and service sale and delivery; and the financing, geographical, geopolitical and regulatory environments in which the entity operates."
IFRS_S1.B1,IFRS S1,B1,IFRS S1 B1,gen_data\IFRS\ifrs_s1.pdf,26,General Requirements,Identifying sustainability-related risks and opportunities,mandatory,general,['financial_effects'],[],"This Standard requires an entity to disclose information about all sustainability-related risks and opportunities that could reasonably be expected to affect the entity’s cash flows, its access to finance or cost of capital over the short, medium or long term (referred to as ‘sus...","This Standard requires an entity to disclose information about all sustainability-related risks and opportunities that could reasonably be expected to affect the entity’s cash flows, its access to finance or cost of capital over the short, medium or long term (referred to as ‘sustainability-related risks and opportunities that could reasonably be expected to affect the entity’s prospects’) (see paragraph 3)."
IFRS_S1.B2,IFRS S1,B2,IFRS S1 B2,gen_data\IFRS\ifrs_s1.pdf,26,General Requirements,Identifying sustainability-related risks and opportunities,context_or_guidance,general,"['business_model', 'financial_effects', 'strategy', 'value_chain']",[],"An entity’s sustainability-related risks and opportunities arise out of the interactions between the entity and its stakeholders, society, the economy and the natural environment throughout the entity’s value chain.","An entity’s sustainability-related risks and opportunities arise out of the interactions between the entity and its stakeholders, society, the economy and the natural environment throughout the entity’s value chain. These interactions—which can be direct and indirect—result from operating an entity’s business model in pursuit of the entity’s strategic purposes and from the external environment in which the entity operates. These interactions take place within an interdependent system in which an entity both depends on resources and relationships throughout its value chain to generate cash flows and affects those resources and relationships through its activities and outputs—contributing to the preservation, regeneration and development of those resources and relationships or to their degradation and depletion. These dependencies and impacts might give rise to sustainability-related risks and opportunities that could reasonably be expected to affect an entity’s cash flows, its access to finance and cost of capital over the short, medium and long term."
IFRS_S1.B3,IFRS S1,B3,IFRS S1 B3,gen_data\IFRS\ifrs_s1.pdf,26,General Requirements,Identifying sustainability-related risks and opportunities,context_or_guidance,general,"['business_model', 'financial_effects', 'strategy']",[],"For example, if an entity’s business model depends on a natural resource— such as water—the entity could both affect and be affected by the quality, availability and affordability of that resource.","For example, if an entity’s business model depends on a natural resource— such as water—the entity could both affect and be affected by the quality, availability and affordability of that resource. Specifically, degradation or depletion of that resource—including resulting from the entity’s own activities and from other factors—could create a risk of disruption to the entity’s operations and affect the entity’s business model or strategy and could ultimately negatively affect the entity’s financial performance and financial position. In contrast, regeneration and preservation of that resource— including resulting from the entity’s own activities and from other factors— could positively affect the entity. Similarly, if an entity operates in a highly competitive market and requires a highly specialised workforce to achieve its strategic purposes, the entity’s future success will likely depend on the entity’s ability to attract and retain that resource. At the same time, that ability will depend, in part, on the entity’s employment practices—such as whether the entity invests in employee training and wellbeing—and the levels of employee satisfaction, engagement and retention. These examples illustrate the close relationship between the value the entity creates, preserves or erodes for others and the entity’s own ability to succeed and achieve its goals."
IFRS_S1.B4,IFRS S1,B4,IFRS S1 B4,gen_data\IFRS\ifrs_s1.pdf,27,General Requirements,Identifying sustainability-related risks and opportunities,context_or_guidance,general,['materiality'],[],"Resources and relationships that an entity depends on and affects by its activities and outputs can take various forms, such as natural, manufactured, intellectual, human, social or financial.","Resources and relationships that an entity depends on and affects by its activities and outputs can take various forms, such as natural, manufactured, intellectual, human, social or financial. They can be internal—such as the entity’s workforce, its know-how or its organisational processes—or they can be external—such as materials and services the entity needs to access or the relationships it has with suppliers, distributors and customers. Furthermore, resources and relationships include, but are not limited to, the resources and relationships recognised as assets in the entity’s financial statements."
IFRS_S1.B5,IFRS S1,B5,IFRS S1 B5,gen_data\IFRS\ifrs_s1.pdf,27,General Requirements,Identifying sustainability-related risks and opportunities,context_or_guidance,general,"['financed_emissions', 'risk_process', 'value_chain']",[],"An entity’s dependencies and impacts are not limited to resources the entity engages with directly, and to the entity’s direct relationships.","An entity’s dependencies and impacts are not limited to resources the entity engages with directly, and to the entity’s direct relationships. Those dependencies and impacts also relate to resources and relationships throughout the entity’s value chain. For example, they can relate to the entity’s supply and distribution channels; the effects of the consumption and disposal of the entity’s products; and the entity’s sources of finance and its investments, including investments in associates and joint ventures. If the entity’s business partners throughout its value chain face sustainability-related risks and opportunities, the entity could be exposed to related consequences of its own. Identifying sustainability-related risks and opportunities"
IFRS_S1.B6,IFRS S1,B6,IFRS S1 B6,gen_data\IFRS\ifrs_s1.pdf,27,General Requirements,Identifying sustainability-related risks and opportunities,mandatory,general,"['data_quality', 'risk_process', 'value_chain']","['(a)', '(b)']",An entity shall use all reasonable and supportable information that is available to the entity at the reporting date without undue cost or effort (see paragraphs B8–B10):,"An entity shall use all reasonable and supportable information that is available to the entity at the reporting date without undue cost or effort (see paragraphs B8–B10): (a) to identify the sustainability-related risks and opportunities that could reasonably be expected to affect the entity’s prospects; and (b) to determine the scope of its value chain, including its breadth and composition, in relation to each of those sustainability-related risks and opportunities."
IFRS_S1.B7,IFRS S1,B7,IFRS S1 B7,gen_data\IFRS\ifrs_s1.pdf,27,General Requirements,Identifying sustainability-related risks and opportunities,mandatory,general,"['data_quality', 'risk_process']",[],"In identifying the sustainability-related risks and opportunities that could reasonably be expected to affect its prospects, an entity shall apply the requirements on sources of guidance in paragraphs 54–55. Reasonable and supportable information","In identifying the sustainability-related risks and opportunities that could reasonably be expected to affect its prospects, an entity shall apply the requirements on sources of guidance in paragraphs 54–55. Reasonable and supportable information"
IFRS_S1.B8,IFRS S1,B8,IFRS S1 B8,gen_data\IFRS\ifrs_s1.pdf,27,General Requirements,Identifying sustainability-related risks and opportunities,conditional_or_relief_with_mandatory_conditions,general,"['data_quality', 'risk_process']",[],Reasonable and supportable information used by an entity in preparing its sustainability-related financial disclosures shall cover factors that are specific to the entity as well as general conditions in the external environment.,"Reasonable and supportable information used by an entity in preparing its sustainability-related financial disclosures shall cover factors that are specific to the entity as well as general conditions in the external environment. In some cases—such as in identifying sustainability-related risks and opportunities that could reasonably be expected to affect an entity’s prospects —reasonable and supportable information includes information about past events, current conditions and forecasts of future conditions. Other IFRS Sustainability Disclosure Standards may specify what is reasonable and supportable information in specific cases."
IFRS_S1.B9,IFRS S1,B9,IFRS S1 B9,gen_data\IFRS\ifrs_s1.pdf,28,General Requirements,Identifying sustainability-related risks and opportunities,optional_or_relief,general,"['business_model', 'risk_process', 'strategy']",[],An entity may use various sources of data that may be both internal and external.,"An entity may use various sources of data that may be both internal and external. Possible data sources include the entity’s risk management processes; industry and peer group experience; and external ratings, reports and statistics. Information that is used by the entity in preparing its financial statements, operating its business model, setting its strategy and managing its risks and opportunities is considered to be available to the entity without undue cost or effort."
IFRS_S1.B10,IFRS S1,B10,IFRS S1 B10,gen_data\IFRS\ifrs_s1.pdf,28,General Requirements,Identifying sustainability-related risks and opportunities,optional_or_relief,general,"['risk_process', 'value_chain']",[],An entity need not undertake an exhaustive search for information to identify sustainability-related risks and opportunities that could reasonably be expected to affect the entity’s prospects.,An entity need not undertake an exhaustive search for information to identify sustainability-related risks and opportunities that could reasonably be expected to affect the entity’s prospects. The assessment of what constitutes undue cost or effort depends on the entity’s specific circumstances and requires a balanced consideration of the costs and efforts for the entity and the benefits of the resulting information for primary users. That assessment can change over time as circumstances change. Reassessment of the scope of sustainability-related risks and opportunities throughout the value chain
IFRS_S1.B11,IFRS S1,B11,IFRS S1 B11,gen_data\IFRS\ifrs_s1.pdf,28,General Requirements,Identifying sustainability-related risks and opportunities,mandatory,general,"['business_model', 'ghg_emissions', 'risk_process', 'value_chain']","['(a)', '(b)', '(c)']","On the occurrence of a significant event or significant change in circumstances, an entity shall reassess the scope of all affected sustainability-related risks and opportunities throughout its value chain.","On the occurrence of a significant event or significant change in circumstances, an entity shall reassess the scope of all affected sustainability-related risks and opportunities throughout its value chain. A significant event or significant change in circumstances can occur without the entity being involved in that event or change in circumstances or as a result of a change in what the entity assesses to be important to users of general purpose financial reports. For example, such significant events or significant changes in circumstances might include: (a) a significant change in the entity’s value chain (for example, a supplier in the entity’s value chain makes a change that significantly alters the supplier’s greenhouse gas emissions); (b) a significant change in the entity’s business model, activities or corporate structure (for example, a merger or acquisition that expands the entity’s value chain); and (c) a significant change in an entity’s exposure to sustainability-related risks and opportunities (for example, a supplier in the entity’s value chain is affected by the introduction of a new regulation that the entity had not anticipated)."
IFRS_S1.B12,IFRS S1,B12,IFRS S1 B12,gen_data\IFRS\ifrs_s1.pdf,28,General Requirements,Identifying sustainability-related risks and opportunities,mandatory,general,"['risk_process', 'value_chain']",[],"An entity is permitted, but not required, to reassess the scope of any sustainability-related risk or opportunity throughout its value chain more frequently than required by paragraph B11.","An entity is permitted, but not required, to reassess the scope of any sustainability-related risk or opportunity throughout its value chain more frequently than required by paragraph B11."
IFRS_S1.B13,IFRS S1,B13,IFRS S1 B13,gen_data\IFRS\ifrs_s1.pdf,28-29,General Requirements,"Materiality, aggregation, law/regulation, commercially sensitive information",mandatory,general,['materiality'],[],Paragraph 17 requires an entity to disclose material information about the sustainability-related risks and opportunities that could reasonably be expected to affect the entity’s prospects.,"Paragraph 17 requires an entity to disclose material information about the sustainability-related risks and opportunities that could reasonably be expected to affect the entity’s prospects. Materiality of information is judged in relation to whether omitting, misstating or obscuring that information could reasonably be expected to influence decisions of primary users of general purpose financial reports, which provide information about a specific reporting entity."
IFRS_S1.B14,IFRS S1,B14,IFRS S1 B14,gen_data\IFRS\ifrs_s1.pdf,29,General Requirements,"Materiality, aggregation, law/regulation, commercially sensitive information",context_or_guidance,banking_relevant,[],"['(a)', '(b)', '(c)']",The decisions of primary users relate to providing resources to the entity and involve decisions about:,"The decisions of primary users relate to providing resources to the entity and involve decisions about: (a) buying, selling or holding equity and debt instruments; (b) providing or selling loans and other forms of credit; or (c) exercising rights to vote on, or otherwise influence, the entity’s management’s actions that affect the use of the entity’s economic resources."
IFRS_S1.B15,IFRS S1,B15,IFRS S1 B15,gen_data\IFRS\ifrs_s1.pdf,29,General Requirements,"Materiality, aggregation, law/regulation, commercially sensitive information",context_or_guidance,general,['risk_process'],[],"The decisions described in paragraph B14 depend on primary users’ expectations about returns, for example, dividends, principal and interest payments or market price increases.","The decisions described in paragraph B14 depend on primary users’ expectations about returns, for example, dividends, principal and interest payments or market price increases. Those expectations depend on primary users’ assessment of the amount, timing and uncertainty of future net cash inflows to the entity and on their assessment of stewardship of the entity’s economic resources by the entity’s management and its governing body(s) or individual(s)."
IFRS_S1.B16,IFRS S1,B16,IFRS S1 B16,gen_data\IFRS\ifrs_s1.pdf,29,General Requirements,"Materiality, aggregation, law/regulation, commercially sensitive information",context_or_guidance,general,['risk_process'],[],Assessing whether information could reasonably be expected to influence the decisions made by primary users requires consideration of the characteristics of those users and of the entity’s own circumstances.,Assessing whether information could reasonably be expected to influence the decisions made by primary users requires consideration of the characteristics of those users and of the entity’s own circumstances.
IFRS_S1.B17,IFRS S1,B17,IFRS S1 B17,gen_data\IFRS\ifrs_s1.pdf,29,General Requirements,"Materiality, aggregation, law/regulation, commercially sensitive information",optional_or_relief,general,[],[],Sustainability-related financial disclosures are prepared for primary users who have reasonable knowledge of business and economic activities and who review and analyse information diligently.,"Sustainability-related financial disclosures are prepared for primary users who have reasonable knowledge of business and economic activities and who review and analyse information diligently. At times, even well-informed and diligent users may need to seek the aid of an adviser to understand sustainability-related financial information."
IFRS_S1.B18,IFRS S1,B18,IFRS S1 B18,gen_data\IFRS\ifrs_s1.pdf,29,General Requirements,"Materiality, aggregation, law/regulation, commercially sensitive information",optional_or_relief,general,"['materiality', 'risk_process']",[],"Individual primary users may have different, and sometimes even conflicting, information needs and desires.","Individual primary users may have different, and sometimes even conflicting, information needs and desires. Information needs of primary users may also evolve over time. Sustainability-related financial disclosures are intended to meet common information needs of primary users. Identifying material information"
IFRS_S1.B19,IFRS S1,B19,IFRS S1 B19,gen_data\IFRS\ifrs_s1.pdf,29,General Requirements,"Materiality, aggregation, law/regulation, commercially sensitive information",context_or_guidance,general,['materiality'],[],"Materiality judgements are specific to an entity. Consequently, this Standard does not specify any thresholds for materiality or predetermine what would be material in a particular situation.","Materiality judgements are specific to an entity. Consequently, this Standard does not specify any thresholds for materiality or predetermine what would be material in a particular situation."
IFRS_S1.B20,IFRS S1,B20,IFRS S1 B20,gen_data\IFRS\ifrs_s1.pdf,29,General Requirements,"Materiality, aggregation, law/regulation, commercially sensitive information",conditional_or_relief_with_mandatory_conditions,general,"['materiality', 'metrics', 'risk_process']",[],"To identify material information about a sustainability-related risk or opportunity, an entity shall apply, as the starting point, the requirements of the IFRS Sustainability Disclosure Standard that specifically applies to that sustainability-related risk or opportunity.","To identify material information about a sustainability-related risk or opportunity, an entity shall apply, as the starting point, the requirements of the IFRS Sustainability Disclosure Standard that specifically applies to that sustainability-related risk or opportunity. In the absence of an IFRS Sustainability Disclosure Standard that specifically applies to a sustainability-related risk or opportunity, the entity shall apply the requirements on sources of guidance specified in paragraphs 57–58. Those sources specify information, including metrics, that may be relevant to a particular sustainability-related risk or opportunity, to a particular industry or in specified circumstances."
IFRS_S1.B21,IFRS S1,B21,IFRS S1 B21,gen_data\IFRS\ifrs_s1.pdf,30,General Requirements,"Materiality, aggregation, law/regulation, commercially sensitive information",mandatory,general,"['materiality', 'risk_process']",[],"An entity shall assess whether the information identified in applying paragraph B20, either individually or in combination with other information, is material in the context of the entity’s sustainability-related financial disclosures taken as a whole.","An entity shall assess whether the information identified in applying paragraph B20, either individually or in combination with other information, is material in the context of the entity’s sustainability-related financial disclosures taken as a whole. In assessing whether information is material, an entity shall consider both quantitative and qualitative factors. For example, an entity might consider the magnitude and the nature of the effect of a sustainability-related risk or opportunity on the entity."
IFRS_S1.B22,IFRS S1,B22,IFRS S1 B22,gen_data\IFRS\ifrs_s1.pdf,30,General Requirements,"Materiality, aggregation, law/regulation, commercially sensitive information",mandatory,general,"['financial_effects', 'materiality']","['(a)', '(b)']","In some cases, IFRS Sustainability Disclosure Standards require the disclosure of information about possible future events with uncertain outcomes. In judging whether information about such possible future events is material, an entity shall consider:","In some cases, IFRS Sustainability Disclosure Standards require the disclosure of information about possible future events with uncertain outcomes. In judging whether information about such possible future events is material, an entity shall consider: (a) the potential effects of the events on the amount, timing and uncertainty of the entity’s future cash flows over the short, medium and long term (referred to as ‘the possible outcome’); and (b) the range of possible outcomes and the likelihood of the possible outcomes within that range."
IFRS_S1.B23,IFRS S1,B23,IFRS S1 B23,gen_data\IFRS\ifrs_s1.pdf,30,General Requirements,"Materiality, aggregation, law/regulation, commercially sensitive information",mandatory,general,['materiality'],[],"When considering possible outcomes, an entity shall consider all pertinent facts and circumstances.","When considering possible outcomes, an entity shall consider all pertinent facts and circumstances. Information about a possible future event is more likely to be judged as being material if the potential effects are significant and the event is likely to occur. However, an entity shall also consider whether information about low-probability and high-impact outcomes might be material either individually or in combination with information about other low-probability and high-impact outcomes. For example, an entity might be exposed to several sustainability-related risks, each of which could cause the same type of disruption—such as disruption to the entity’s supply chain. Information about an individual source of risk might not be material if disruption from that source is highly unlikely to occur. However, information about the aggregate risk—the risk of supply chain disruption from all sources —might be material."
IFRS_S1.B24,IFRS S1,B24,IFRS S1 B24,gen_data\IFRS\ifrs_s1.pdf,30,General Requirements,"Materiality, aggregation, law/regulation, commercially sensitive information",context_or_guidance,general,"['financial_effects', 'materiality']",[],"If a possible future event is expected to affect an entity’s cash flows, but only many years in the future, information about that event is usually less likely to be judged material than information about a possible future event with similar effects that are expected to occur soo...","If a possible future event is expected to affect an entity’s cash flows, but only many years in the future, information about that event is usually less likely to be judged material than information about a possible future event with similar effects that are expected to occur sooner. However, in some circumstances, an item of information could reasonably be expected to influence primary users’ decisions regardless of the magnitude of the potential effects of the future event or the timing of that event. For example, this might happen if information about a particular sustainability-related risk or opportunity is highly scrutinised by primary users of an entity’s general purpose financial reports."
IFRS_S1.B25,IFRS S1,B25,IFRS S1 B25,gen_data\IFRS\ifrs_s1.pdf,30,General Requirements,"Materiality, aggregation, law/regulation, commercially sensitive information",conditional_or_relief_with_mandatory_conditions,general,['materiality'],[],An entity need not disclose information otherwise required by an IFRS Sustainability Disclosure Standard if the information is not material.,An entity need not disclose information otherwise required by an IFRS Sustainability Disclosure Standard if the information is not material. This is the case even if the IFRS Sustainability Disclosure Standard contains a list of specific requirements or describes them as minimum requirements.
IFRS_S1.B26,IFRS S1,B26,IFRS S1 B26,gen_data\IFRS\ifrs_s1.pdf,31,General Requirements,"Materiality, aggregation, law/regulation, commercially sensitive information",mandatory,general,"['compliance', 'financial_effects']",[],An entity shall disclose additional information when compliance with the specifically applicable requirements in an IFRS Sustainability Disclosure Standard is insufficient to enable users of general purpose financial reports to understand the effects of sustainability-related ris...,"An entity shall disclose additional information when compliance with the specifically applicable requirements in an IFRS Sustainability Disclosure Standard is insufficient to enable users of general purpose financial reports to understand the effects of sustainability-related risks and opportunities on the entity’s cash flows, its access to finance and cost of capital over the short, medium and long term."
IFRS_S1.B27,IFRS S1,B27,IFRS S1 B27,gen_data\IFRS\ifrs_s1.pdf,31,General Requirements,"Materiality, aggregation, law/regulation, commercially sensitive information",mandatory,general,"['materiality', 'risk_process']","['(a)', '(b)', '(c)', '(d)', '(e)', '(f)']",An entity shall identify its sustainability-related financial disclosures clearly and distinguish them from other information provided by the entity (see paragraph 62).,"An entity shall identify its sustainability-related financial disclosures clearly and distinguish them from other information provided by the entity (see paragraph 62). An entity shall not obscure material information. Information is obscured if it is communicated in a way that would have a similar effect for primary users to omitting or misstating that information. Examples of circumstances that might result in material information being obscured include: (a) material information is not clearly distinguished from additional information that is not material; (b) material information is disclosed in the sustainability-related financial disclosures, but the language used is vague or unclear; (c) material information about a sustainability-related risk or opportunity is scattered throughout the sustainability-related financial disclosures; (d) items of information that are dissimilar are inappropriately aggregated; (e) items of information that are similar are inappropriately disaggregated; and (f) the understandability of the sustainability-related financial disclosures is reduced as a result of material information being hidden by immaterial information to the extent that a primary user is unable to determine what information is material."
IFRS_S1.B28,IFRS S1,B28,IFRS S1 B28,gen_data\IFRS\ifrs_s1.pdf,31,General Requirements,"Materiality, aggregation, law/regulation, commercially sensitive information",mandatory,general,"['materiality', 'methodology', 'risk_process']",[],An entity shall reassess its materiality judgements at each reporting date to take account of changed circumstances and assumptions.,"An entity shall reassess its materiality judgements at each reporting date to take account of changed circumstances and assumptions. Because of changes in the entity’s individual circumstances, or in the external environment, some types of information included in an entity’s sustainability-related financial disclosures for prior periods might no longer be material. Conversely, some types of information not previously disclosed might become material. Aggregation and disaggregation"
IFRS_S1.B29,IFRS S1,B29,IFRS S1 B29,gen_data\IFRS\ifrs_s1.pdf,31,General Requirements,"Materiality, aggregation, law/regulation, commercially sensitive information",mandatory,general,['materiality'],[],"When an entity applies IFRS Sustainability Disclosure Standards, it shall consider all facts and circumstances and decide how to aggregate and disaggregate information in its sustainability-related financial disclosures.","When an entity applies IFRS Sustainability Disclosure Standards, it shall consider all facts and circumstances and decide how to aggregate and disaggregate information in its sustainability-related financial disclosures. The entity shall not reduce the understandability of its sustainability-related financial disclosures by obscuring material information with immaterial information or by aggregating material items of information that are dissimilar to each other."
IFRS_S1.B30,IFRS S1,B30,IFRS S1 B30,gen_data\IFRS\ifrs_s1.pdf,32,General Requirements,"Materiality, aggregation, law/regulation, commercially sensitive information",mandatory,general,['materiality'],[],An entity shall not aggregate information if doing so would obscure information that is material.,"An entity shall not aggregate information if doing so would obscure information that is material. Information shall be aggregated if items of information have shared characteristics and shall not be aggregated if they do not have shared characteristics. The entity might need to disaggregate information about sustainability-related risks and opportunities, for example, by geographical location or in consideration of the geopolitical environment. For example, to ensure that material information is not obscured, an entity might need to disaggregate information about its use of water to distinguish between water drawn from abundant sources and water drawn from water- stressed areas. Interaction with law or regulation"
IFRS_S1.B31,IFRS S1,B31,IFRS S1 B31,gen_data\IFRS\ifrs_s1.pdf,32,General Requirements,"Materiality, aggregation, law/regulation, commercially sensitive information",conditional_or_relief_with_mandatory_conditions,general,['materiality'],[],Law or regulation might specify requirements for an entity to disclose sustainability-related information in its general purpose financial reports.,"Law or regulation might specify requirements for an entity to disclose sustainability-related information in its general purpose financial reports. In such circumstances, the entity is permitted to include in its sustainability-related financial disclosures information to meet legal or regulatory requirements, even if that information is not material. However, such information shall not obscure material information."
IFRS_S1.B32,IFRS S1,B32,IFRS S1 B32,gen_data\IFRS\ifrs_s1.pdf,32,General Requirements,"Materiality, aggregation, law/regulation, commercially sensitive information",mandatory,general,['materiality'],[],"An entity shall disclose material sustainability-related financial information, even if law or regulation permits the entity not to disclose such information.","An entity shall disclose material sustainability-related financial information, even if law or regulation permits the entity not to disclose such information."
IFRS_S1.B33,IFRS S1,B33,IFRS S1 B33,gen_data\IFRS\ifrs_s1.pdf,32,General Requirements,"Materiality, aggregation, law/regulation, commercially sensitive information",conditional_or_relief_with_mandatory_conditions,general,"['materiality', 'risk_process']",[],An entity need not disclose information otherwise required by an IFRS Sustainability Disclosure Standard if law or regulation prohibits the entity from disclosing that information.,"An entity need not disclose information otherwise required by an IFRS Sustainability Disclosure Standard if law or regulation prohibits the entity from disclosing that information. If an entity omits material information for that reason, it shall identify the type of information not disclosed and explain the source of the restriction. Commercially sensitive information"
IFRS_S1.B34,IFRS S1,B34,IFRS S1 B34,gen_data\IFRS\ifrs_s1.pdf,32,General Requirements,"Materiality, aggregation, law/regulation, commercially sensitive information",conditional_or_relief_with_mandatory_conditions,general,['materiality'],[],"If an entity determines that information about a sustainability-related opportunity is commercially sensitive in the limited circumstances described in paragraph B35, the entity is permitted to omit that information from its sustainability-related financial disclosures.","If an entity determines that information about a sustainability-related opportunity is commercially sensitive in the limited circumstances described in paragraph B35, the entity is permitted to omit that information from its sustainability-related financial disclosures. Such an omission is permitted even if information is otherwise required by an IFRS Sustainability Disclosure Standard and the information is material."
