requirement_id,standard,paragraph_id,page,report_section,official_section_heading,nearest_pdf_heading,clean_requirement_text,source_paragraph_text,clause_path,obligation_type,mandatory,evidence_tags,banking_relevance,paragraph_quality_score,requirement_quality_score
IFRS_S1_32_C02,IFRS S1,32,12,Strategy,Strategy,Business model and value chain,"An entity shall disclose information that enables users of general purpose financial reports to understand the current and anticipated effects of sustainability-related risks and opportunities on the entity’s business model and value chain. Specifically, the entity shall disclose — (b) a description of where in the entity’s business model and value chain sustainability-related risks and opportunities are concentrated (for example, geographical areas, facilities and types of assets).","An entity shall disclose information that enables users of general purpose financial reports to understand the current and anticipated effects of sustainability-related risks and opportunities on the entity’s business model and value chain. Specifically, the entity shall disclose: (a) a description of the current and anticipated effects of sustainability-related risks and opportunities on the entity’s business model and value chain; and (b) a description of where in the entity’s business model and value chain sustainability-related risks and opportunities are concentrated (for example, geographical areas, facilities and types of assets).",(b),mandatory,True,"[""business_model_value_chain""]",general,1.0,1.0
IFRS_S1_33_C01,IFRS S1,33,13,Strategy,Strategy,Strategy and decision-making,"An entity shall disclose information that enables users of general purpose financial reports to understand the effects of sustainability-related risks and opportunities on its strategy and decision-making. Specifically, the entity shall disclose information about — (a) how the entity has responded to, and plans to respond to, sustainability-related risks and opportunities in its strategy and decision-making","An entity shall disclose information that enables users of general purpose financial reports to understand the effects of sustainability-related risks and opportunities on its strategy and decision-making. Specifically, the entity shall disclose information about: (a) how the entity has responded to, and plans to respond to, sustainability-related risks and opportunities in its strategy and decision-making; (b) the progress against plans the entity has disclosed in previous reporting periods, including quantitative and qualitative information; and (c) trade-offs between sustainability-related risks and opportunities that the entity considered (for example, in making a decision on the location of new operations, an entity might have considered the environmental impacts of those operations and the employment opportunities they would create in a community).",(a),mandatory,True,"[""strategy_decision_making""]",general,1.0,1.0
IFRS_S1_33_C02,IFRS S1,33,13,Strategy,Strategy,Strategy and decision-making,"An entity shall disclose information that enables users of general purpose financial reports to understand the effects of sustainability-related risks and opportunities on its strategy and decision-making. Specifically, the entity shall disclose information about — (b) the progress against plans the entity has disclosed in previous reporting periods, including quantitative and qualitative information","An entity shall disclose information that enables users of general purpose financial reports to understand the effects of sustainability-related risks and opportunities on its strategy and decision-making. Specifically, the entity shall disclose information about: (a) how the entity has responded to, and plans to respond to, sustainability-related risks and opportunities in its strategy and decision-making; (b) the progress against plans the entity has disclosed in previous reporting periods, including quantitative and qualitative information; and (c) trade-offs between sustainability-related risks and opportunities that the entity considered (for example, in making a decision on the location of new operations, an entity might have considered the environmental impacts of those operations and the employment opportunities they would create in a community).",(b),mandatory,True,"[""strategy_decision_making""]",general,1.0,1.0
IFRS_S1_33_C03,IFRS S1,33,13,Strategy,Strategy,Strategy and decision-making,"An entity shall disclose information that enables users of general purpose financial reports to understand the effects of sustainability-related risks and opportunities on its strategy and decision-making. Specifically, the entity shall disclose information about — (c) trade-offs between sustainability-related risks and opportunities that the entity considered (for example, in making a decision on the location of new operations, an entity might have considered the environmental impacts of those operations and the employment opportunities they would create in a community).","An entity shall disclose information that enables users of general purpose financial reports to understand the effects of sustainability-related risks and opportunities on its strategy and decision-making. Specifically, the entity shall disclose information about: (a) how the entity has responded to, and plans to respond to, sustainability-related risks and opportunities in its strategy and decision-making; (b) the progress against plans the entity has disclosed in previous reporting periods, including quantitative and qualitative information; and (c) trade-offs between sustainability-related risks and opportunities that the entity considered (for example, in making a decision on the location of new operations, an entity might have considered the environmental impacts of those operations and the employment opportunities they would create in a community).",(c),mandatory,True,"[""strategy_decision_making""]",general,1.0,1.0
IFRS_S1_34_C01,IFRS S1,34,13,Strategy,Strategy,"Financial position, financial performance and cash flows","An entity shall disclose information that enables users of general purpose financial reports to understand — (a) the effects of sustainability-related risks and opportunities on the entity’s financial position, financial performance and cash flows for the reporting period (current financial effects)","An entity shall disclose information that enables users of general purpose financial reports to understand: (a) the effects of sustainability-related risks and opportunities on the entity’s financial position, financial performance and cash flows for the reporting period (current financial effects); and (b) the anticipated effects of sustainability-related risks and opportunities on the entity’s financial position, financial performance and cash flows over the short, medium and long term, taking into consideration how sustainability-related risks and opportunities are included in the entity’s financial planning (anticipated financial effects).",(a),mandatory,True,"[""financial_effects""]",medium,1.0,1.0
IFRS_S1_34_C02,IFRS S1,34,13,Strategy,Strategy,"Financial position, financial performance and cash flows","An entity shall disclose information that enables users of general purpose financial reports to understand — (b) the anticipated effects of sustainability-related risks and opportunities on the entity’s financial position, financial performance and cash flows over the short, medium and long term, taking into consideration how sustainability-related risks and opportunities are included in the entity’s financial planning (anticipated financial effects).","An entity shall disclose information that enables users of general purpose financial reports to understand: (a) the effects of sustainability-related risks and opportunities on the entity’s financial position, financial performance and cash flows for the reporting period (current financial effects); and (b) the anticipated effects of sustainability-related risks and opportunities on the entity’s financial position, financial performance and cash flows over the short, medium and long term, taking into consideration how sustainability-related risks and opportunities are included in the entity’s financial planning (anticipated financial effects).",(b),mandatory,True,"[""financial_effects""]",medium,1.0,1.0
IFRS_S1_35_C01,IFRS S1,35,13,Strategy,Strategy,"Financial position, financial performance and cash flows","Specifically, an entity shall disclose quantitative and qualitative information about — (a) how sustainability-related risks and opportunities have affected its financial position, financial performance and cash flows for the reporting period","Specifically, an entity shall disclose quantitative and qualitative information about: (a) how sustainability-related risks and opportunities have affected its financial position, financial performance and cash flows for the reporting period; (b) the sustainability-related risks and opportunities identified in paragraph 35(a) for which there is a significant risk of a material adjustment within the next annual reporting period to the carrying amounts of assets and liabilities reported in the related financial statements; (c) how the entity expects its financial position to change over the short, medium and long term, given its strategy to manage sustainability-related risks and opportunities, taking into consideration: (i) its investment and disposal plans (for example, plans for capital expenditure, major acquisitions and divestments, joint ventures, business transformation, innovation, new business areas, and asset retirements), including plans the entity is not contractually committed to; and (ii) its planned sources of funding to implement its strategy; and (d) how the entity expects its financial performance and cash flows to change over the short, medium and long term, given its strategy to manage sustainability-related risks and opportunities.",(a),mandatory,True,"[""financial_effects""]",medium,1.0,1.0
IFRS_S1_35_C02,IFRS S1,35,13,Strategy,Strategy,"Financial position, financial performance and cash flows","Specifically, an entity shall disclose quantitative and qualitative information about — (b) the sustainability-related risks and opportunities identified in paragraph 35(a) for which there is a significant risk of a material adjustment within the next annual reporting period to the carrying amounts of assets and liabilities reported in the related financial statements","Specifically, an entity shall disclose quantitative and qualitative information about: (a) how sustainability-related risks and opportunities have affected its financial position, financial performance and cash flows for the reporting period; (b) the sustainability-related risks and opportunities identified in paragraph 35(a) for which there is a significant risk of a material adjustment within the next annual reporting period to the carrying amounts of assets and liabilities reported in the related financial statements; (c) how the entity expects its financial position to change over the short, medium and long term, given its strategy to manage sustainability-related risks and opportunities, taking into consideration: (i) its investment and disposal plans (for example, plans for capital expenditure, major acquisitions and divestments, joint ventures, business transformation, innovation, new business areas, and asset retirements), including plans the entity is not contractually committed to; and (ii) its planned sources of funding to implement its strategy; and (d) how the entity expects its financial performance and cash flows to change over the short, medium and long term, given its strategy to manage sustainability-related risks and opportunities.",(b),mandatory,True,"[""financial_effects"", ""materiality"", ""connected_information""]",medium,1.0,1.0
IFRS_S1_35_C04,IFRS S1,35,13,Strategy,Strategy,"Financial position, financial performance and cash flows","Specifically, an entity shall disclose quantitative and qualitative information about — (c) how the entity expects its financial position to change over the short, medium and long term, given its strategy to manage sustainability-related risks and opportunities, taking into consideration: — (i) its investment and disposal plans (for example, plans for capital expenditure, major acquisitions and divestments, joint ventures, business transformation, innovation, new business areas, and asset retirements), including plans the entity is not contractually committed to","Specifically, an entity shall disclose quantitative and qualitative information about: (a) how sustainability-related risks and opportunities have affected its financial position, financial performance and cash flows for the reporting period; (b) the sustainability-related risks and opportunities identified in paragraph 35(a) for which there is a significant risk of a material adjustment within the next annual reporting period to the carrying amounts of assets and liabilities reported in the related financial statements; (c) how the entity expects its financial position to change over the short, medium and long term, given its strategy to manage sustainability-related risks and opportunities, taking into consideration: (i) its investment and disposal plans (for example, plans for capital expenditure, major acquisitions and divestments, joint ventures, business transformation, innovation, new business areas, and asset retirements), including plans the entity is not contractually committed to; and (ii) its planned sources of funding to implement its strategy; and (d) how the entity expects its financial performance and cash flows to change over the short, medium and long term, given its strategy to manage sustainability-related risks and opportunities.",(c)>(i),mandatory,True,"[""financial_effects""]",medium,1.0,1.0
IFRS_S1_35_C05,IFRS S1,35,13,Strategy,Strategy,"Financial position, financial performance and cash flows","Specifically, an entity shall disclose quantitative and qualitative information about — (c) how the entity expects its financial position to change over the short, medium and long term, given its strategy to manage sustainability-related risks and opportunities, taking into consideration: — (ii) its planned sources of funding to implement its strategy","Specifically, an entity shall disclose quantitative and qualitative information about: (a) how sustainability-related risks and opportunities have affected its financial position, financial performance and cash flows for the reporting period; (b) the sustainability-related risks and opportunities identified in paragraph 35(a) for which there is a significant risk of a material adjustment within the next annual reporting period to the carrying amounts of assets and liabilities reported in the related financial statements; (c) how the entity expects its financial position to change over the short, medium and long term, given its strategy to manage sustainability-related risks and opportunities, taking into consideration: (i) its investment and disposal plans (for example, plans for capital expenditure, major acquisitions and divestments, joint ventures, business transformation, innovation, new business areas, and asset retirements), including plans the entity is not contractually committed to; and (ii) its planned sources of funding to implement its strategy; and (d) how the entity expects its financial performance and cash flows to change over the short, medium and long term, given its strategy to manage sustainability-related risks and opportunities.",(c)>(ii),mandatory,True,"[""financial_effects""]",medium,1.0,1.0
IFRS_S1_35_C06,IFRS S1,35,13,Strategy,Strategy,"Financial position, financial performance and cash flows","Specifically, an entity shall disclose quantitative and qualitative information about — (d) how the entity expects its financial performance and cash flows to change over the short, medium and long term, given its strategy to manage sustainability-related risks and opportunities.","Specifically, an entity shall disclose quantitative and qualitative information about: (a) how sustainability-related risks and opportunities have affected its financial position, financial performance and cash flows for the reporting period; (b) the sustainability-related risks and opportunities identified in paragraph 35(a) for which there is a significant risk of a material adjustment within the next annual reporting period to the carrying amounts of assets and liabilities reported in the related financial statements; (c) how the entity expects its financial position to change over the short, medium and long term, given its strategy to manage sustainability-related risks and opportunities, taking into consideration: (i) its investment and disposal plans (for example, plans for capital expenditure, major acquisitions and divestments, joint ventures, business transformation, innovation, new business areas, and asset retirements), including plans the entity is not contractually committed to; and (ii) its planned sources of funding to implement its strategy; and (d) how the entity expects its financial performance and cash flows to change over the short, medium and long term, given its strategy to manage sustainability-related risks and opportunities.",(d),mandatory,True,"[""financial_effects""]",medium,1.0,1.0
IFRS_S1_37_C01,IFRS S1,37,14,Strategy,Strategy,"Financial position, financial performance and cash flows","In preparing disclosures about the anticipated financial effects of a sustainability-related risk or opportunity, an entity shall — (a) use all reasonable and supportable information that is available to the entity at the reporting date without undue cost or effort (see paragraphs B8–B10)","In preparing disclosures about the anticipated financial effects of a sustainability-related risk or opportunity, an entity shall: (a) use all reasonable and supportable information that is available to the entity at the reporting date without undue cost or effort (see paragraphs B8–B10); and (b) use an approach that is commensurate with the skills, capabilities and resources that are available to the entity for preparing those disclosures.",(a),mandatory,True,"[""financial_effects""]",medium,1.0,1.0
IFRS_S1_37_C02,IFRS S1,37,14,Strategy,Strategy,"Financial position, financial performance and cash flows","In preparing disclosures about the anticipated financial effects of a sustainability-related risk or opportunity, an entity shall — (b) use an approach that is commensurate with the skills, capabilities and resources that are available to the entity for preparing those disclosures.","In preparing disclosures about the anticipated financial effects of a sustainability-related risk or opportunity, an entity shall: (a) use all reasonable and supportable information that is available to the entity at the reporting date without undue cost or effort (see paragraphs B8–B10); and (b) use an approach that is commensurate with the skills, capabilities and resources that are available to the entity for preparing those disclosures.",(b),mandatory,True,"[""financial_effects""]",medium,1.0,1.0
IFRS_S1_42_C01,IFRS S1,42,15,Strategy,Strategy,Resilience,"Other IFRS Sustainability Disclosure Standards may specify the type of information an entity is required to disclose about its resilience to specific sustainability-related risks and how to prepare those disclosures, including whether a scenario analysis is required.","Other IFRS Sustainability Disclosure Standards may specify the type of information an entity is required to disclose about its resilience to specific sustainability-related risks and how to prepare those disclosures, including whether a scenario analysis is required.",,mandatory,True,"[""scenario_analysis""]",general,1.0,1.0
IFRS_S1_44_C02,IFRS S1,44,15,Risk Management,Risk management,Risk management,"To achieve this objective, an entity shall disclose information about — (a) the processes and related policies the entity uses to identify, assess, prioritise and monitor sustainability-related risks, including information about: — (i) the inputs and parameters the entity uses (for example, information about data sources and the scope of operations covered in the processes)","To achieve this objective, an entity shall disclose information about: (a) the processes and related policies the entity uses to identify, assess, prioritise and monitor sustainability-related risks, including information about: (i) the inputs and parameters the entity uses (for example, information about data sources and the scope of operations covered in the processes); (ii) whether and how the entity uses scenario analysis to inform its identification of sustainability-related risks; (iii) how the entity assesses the nature, likelihood and magnitude of the effects of those risks (for example, whether the entity considers qualitative factors, quantitative thresholds or other criteria); (iv) whether and how the entity prioritises sustainability-related risks relative to other types of risk; (v) how the entity monitors sustainability-related risks; and (vi) whether and how the entity has changed the processes it uses compared with the previous reporting period; (b) the processes the entity uses to identify, assess, prioritise and monitor sustainability-related opportunities; and (c) the extent to which, and how, the processes for identifying, assessing, prioritising and monitoring sustainability-related risks and opportunities are integrated into and inform the entity’s overall risk management process.",(a)>(i),mandatory,True,"[""risk_process""]",general,1.0,1.0
IFRS_S1_44_C03,IFRS S1,44,15,Risk Management,Risk management,Risk management,"To achieve this objective, an entity shall disclose information about — (a) the processes and related policies the entity uses to identify, assess, prioritise and monitor sustainability-related risks, including information about: — (ii) whether and how the entity uses scenario analysis to inform its identification of sustainability-related risks","To achieve this objective, an entity shall disclose information about: (a) the processes and related policies the entity uses to identify, assess, prioritise and monitor sustainability-related risks, including information about: (i) the inputs and parameters the entity uses (for example, information about data sources and the scope of operations covered in the processes); (ii) whether and how the entity uses scenario analysis to inform its identification of sustainability-related risks; (iii) how the entity assesses the nature, likelihood and magnitude of the effects of those risks (for example, whether the entity considers qualitative factors, quantitative thresholds or other criteria); (iv) whether and how the entity prioritises sustainability-related risks relative to other types of risk; (v) how the entity monitors sustainability-related risks; and (vi) whether and how the entity has changed the processes it uses compared with the previous reporting period; (b) the processes the entity uses to identify, assess, prioritise and monitor sustainability-related opportunities; and (c) the extent to which, and how, the processes for identifying, assessing, prioritising and monitoring sustainability-related risks and opportunities are integrated into and inform the entity’s overall risk management process.",(a)>(ii),mandatory,True,"[""scenario_analysis"", ""risk_process""]",general,1.0,1.0
IFRS_S1_44_C04,IFRS S1,44,15,Risk Management,Risk management,Risk management,"To achieve this objective, an entity shall disclose information about — (a) the processes and related policies the entity uses to identify, assess, prioritise and monitor sustainability-related risks, including information about: — (iii) how the entity assesses the nature, likelihood and magnitude of the effects of those risks (for example, whether the entity considers qualitative factors, quantitative thresholds or other criteria)","To achieve this objective, an entity shall disclose information about: (a) the processes and related policies the entity uses to identify, assess, prioritise and monitor sustainability-related risks, including information about: (i) the inputs and parameters the entity uses (for example, information about data sources and the scope of operations covered in the processes); (ii) whether and how the entity uses scenario analysis to inform its identification of sustainability-related risks; (iii) how the entity assesses the nature, likelihood and magnitude of the effects of those risks (for example, whether the entity considers qualitative factors, quantitative thresholds or other criteria); (iv) whether and how the entity prioritises sustainability-related risks relative to other types of risk; (v) how the entity monitors sustainability-related risks; and (vi) whether and how the entity has changed the processes it uses compared with the previous reporting period; (b) the processes the entity uses to identify, assess, prioritise and monitor sustainability-related opportunities; and (c) the extent to which, and how, the processes for identifying, assessing, prioritising and monitoring sustainability-related risks and opportunities are integrated into and inform the entity’s overall risk management process.",(a)>(iii),mandatory,True,"[""risk_process""]",general,1.0,1.0
IFRS_S1_44_C05,IFRS S1,44,15,Risk Management,Risk management,Risk management,"To achieve this objective, an entity shall disclose information about — (a) the processes and related policies the entity uses to identify, assess, prioritise and monitor sustainability-related risks, including information about: — (iv) whether and how the entity prioritises sustainability-related risks relative to other types of risk","To achieve this objective, an entity shall disclose information about: (a) the processes and related policies the entity uses to identify, assess, prioritise and monitor sustainability-related risks, including information about: (i) the inputs and parameters the entity uses (for example, information about data sources and the scope of operations covered in the processes); (ii) whether and how the entity uses scenario analysis to inform its identification of sustainability-related risks; (iii) how the entity assesses the nature, likelihood and magnitude of the effects of those risks (for example, whether the entity considers qualitative factors, quantitative thresholds or other criteria); (iv) whether and how the entity prioritises sustainability-related risks relative to other types of risk; (v) how the entity monitors sustainability-related risks; and (vi) whether and how the entity has changed the processes it uses compared with the previous reporting period; (b) the processes the entity uses to identify, assess, prioritise and monitor sustainability-related opportunities; and (c) the extent to which, and how, the processes for identifying, assessing, prioritising and monitoring sustainability-related risks and opportunities are integrated into and inform the entity’s overall risk management process.",(a)>(iv),mandatory,True,"[""risk_process""]",general,1.0,1.0
IFRS_S1_44_C06,IFRS S1,44,15,Risk Management,Risk management,Risk management,"To achieve this objective, an entity shall disclose information about — (a) the processes and related policies the entity uses to identify, assess, prioritise and monitor sustainability-related risks, including information about: — (v) how the entity monitors sustainability-related risks","To achieve this objective, an entity shall disclose information about: (a) the processes and related policies the entity uses to identify, assess, prioritise and monitor sustainability-related risks, including information about: (i) the inputs and parameters the entity uses (for example, information about data sources and the scope of operations covered in the processes); (ii) whether and how the entity uses scenario analysis to inform its identification of sustainability-related risks; (iii) how the entity assesses the nature, likelihood and magnitude of the effects of those risks (for example, whether the entity considers qualitative factors, quantitative thresholds or other criteria); (iv) whether and how the entity prioritises sustainability-related risks relative to other types of risk; (v) how the entity monitors sustainability-related risks; and (vi) whether and how the entity has changed the processes it uses compared with the previous reporting period; (b) the processes the entity uses to identify, assess, prioritise and monitor sustainability-related opportunities; and (c) the extent to which, and how, the processes for identifying, assessing, prioritising and monitoring sustainability-related risks and opportunities are integrated into and inform the entity’s overall risk management process.",(a)>(v),mandatory,True,"[""risk_process""]",general,1.0,1.0
IFRS_S1_44_C07,IFRS S1,44,15,Risk Management,Risk management,Risk management,"To achieve this objective, an entity shall disclose information about — (a) the processes and related policies the entity uses to identify, assess, prioritise and monitor sustainability-related risks, including information about: — (vi) whether and how the entity has changed the processes it uses compared with the previous reporting period","To achieve this objective, an entity shall disclose information about: (a) the processes and related policies the entity uses to identify, assess, prioritise and monitor sustainability-related risks, including information about: (i) the inputs and parameters the entity uses (for example, information about data sources and the scope of operations covered in the processes); (ii) whether and how the entity uses scenario analysis to inform its identification of sustainability-related risks; (iii) how the entity assesses the nature, likelihood and magnitude of the effects of those risks (for example, whether the entity considers qualitative factors, quantitative thresholds or other criteria); (iv) whether and how the entity prioritises sustainability-related risks relative to other types of risk; (v) how the entity monitors sustainability-related risks; and (vi) whether and how the entity has changed the processes it uses compared with the previous reporting period; (b) the processes the entity uses to identify, assess, prioritise and monitor sustainability-related opportunities; and (c) the extent to which, and how, the processes for identifying, assessing, prioritising and monitoring sustainability-related risks and opportunities are integrated into and inform the entity’s overall risk management process.",(a)>(vi),mandatory,True,"[""risk_process""]",general,1.0,1.0
IFRS_S1_44_C08,IFRS S1,44,15,Risk Management,Risk management,Risk management,"To achieve this objective, an entity shall disclose information about — (b) the processes the entity uses to identify, assess, prioritise and monitor sustainability-related opportunities","To achieve this objective, an entity shall disclose information about: (a) the processes and related policies the entity uses to identify, assess, prioritise and monitor sustainability-related risks, including information about: (i) the inputs and parameters the entity uses (for example, information about data sources and the scope of operations covered in the processes); (ii) whether and how the entity uses scenario analysis to inform its identification of sustainability-related risks; (iii) how the entity assesses the nature, likelihood and magnitude of the effects of those risks (for example, whether the entity considers qualitative factors, quantitative thresholds or other criteria); (iv) whether and how the entity prioritises sustainability-related risks relative to other types of risk; (v) how the entity monitors sustainability-related risks; and (vi) whether and how the entity has changed the processes it uses compared with the previous reporting period; (b) the processes the entity uses to identify, assess, prioritise and monitor sustainability-related opportunities; and (c) the extent to which, and how, the processes for identifying, assessing, prioritising and monitoring sustainability-related risks and opportunities are integrated into and inform the entity’s overall risk management process.",(b),mandatory,True,"[""risk_process""]",general,1.0,1.0
IFRS_S1_44_C09,IFRS S1,44,15,Risk Management,Risk management,Risk management,"To achieve this objective, an entity shall disclose information about — (c) the extent to which, and how, the processes for identifying, assessing, prioritising and monitoring sustainability-related risks and opportunities are integrated into and inform the entity’s overall risk management process.","To achieve this objective, an entity shall disclose information about: (a) the processes and related policies the entity uses to identify, assess, prioritise and monitor sustainability-related risks, including information about: (i) the inputs and parameters the entity uses (for example, information about data sources and the scope of operations covered in the processes); (ii) whether and how the entity uses scenario analysis to inform its identification of sustainability-related risks; (iii) how the entity assesses the nature, likelihood and magnitude of the effects of those risks (for example, whether the entity considers qualitative factors, quantitative thresholds or other criteria); (iv) whether and how the entity prioritises sustainability-related risks relative to other types of risk; (v) how the entity monitors sustainability-related risks; and (vi) whether and how the entity has changed the processes it uses compared with the previous reporting period; (b) the processes the entity uses to identify, assess, prioritise and monitor sustainability-related opportunities; and (c) the extent to which, and how, the processes for identifying, assessing, prioritising and monitoring sustainability-related risks and opportunities are integrated into and inform the entity’s overall risk management process.",(c),mandatory,True,"[""risk_process""]",general,1.0,1.0
IFRS_S1_46_C01,IFRS S1,46,16,Metrics and Targets,Metrics and targets,Metrics and targets,"An entity shall disclose, for each sustainability-related risk and opportunity that could reasonably be expected to affect the entity’s prospects — (a) metrics required by an applicable IFRS Sustainability Disclosure Standard","An entity shall disclose, for each sustainability-related risk and opportunity that could reasonably be expected to affect the entity’s prospects: (a) metrics required by an applicable IFRS Sustainability Disclosure Standard; and (b) metrics the entity uses to measure and monitor: (i) that sustainability-related risk or opportunity; and (ii) its performance in relation to that sustainability-related risk or opportunity, including progress towards any targets the entity has set, and any targets it is required to meet by law or regulation.",(a),mandatory,True,"[""metrics"", ""targets""]",general,1.0,1.0
IFRS_S1_46_C03,IFRS S1,46,16,Metrics and Targets,Metrics and targets,Metrics and targets,"An entity shall disclose, for each sustainability-related risk and opportunity that could reasonably be expected to affect the entity’s prospects — (b) metrics the entity uses to measure and monitor: — (i) that sustainability-related risk or opportunity","An entity shall disclose, for each sustainability-related risk and opportunity that could reasonably be expected to affect the entity’s prospects: (a) metrics required by an applicable IFRS Sustainability Disclosure Standard; and (b) metrics the entity uses to measure and monitor: (i) that sustainability-related risk or opportunity; and (ii) its performance in relation to that sustainability-related risk or opportunity, including progress towards any targets the entity has set, and any targets it is required to meet by law or regulation.",(b)>(i),mandatory,True,"[""metrics"", ""targets""]",general,1.0,1.0
IFRS_S1_46_C04,IFRS S1,46,16,Metrics and Targets,Metrics and targets,Metrics and targets,"An entity shall disclose, for each sustainability-related risk and opportunity that could reasonably be expected to affect the entity’s prospects — (b) metrics the entity uses to measure and monitor: — (ii) its performance in relation to that sustainability-related risk or opportunity, including progress towards any targets the entity has set, and any targets it is required to meet by law or regulation.","An entity shall disclose, for each sustainability-related risk and opportunity that could reasonably be expected to affect the entity’s prospects: (a) metrics required by an applicable IFRS Sustainability Disclosure Standard; and (b) metrics the entity uses to measure and monitor: (i) that sustainability-related risk or opportunity; and (ii) its performance in relation to that sustainability-related risk or opportunity, including progress towards any targets the entity has set, and any targets it is required to meet by law or regulation.",(b)>(ii),mandatory,True,"[""metrics"", ""targets""]",general,1.0,1.0
IFRS_S1_47_C01,IFRS S1,47,16,Metrics and Targets,Metrics and targets,Metrics and targets,"In the absence of an IFRS Sustainability Disclosure Standard that specifically applies to a sustainability-related risk or opportunity, an entity shall apply paragraphs 57–58 to identify applicable metrics.","In the absence of an IFRS Sustainability Disclosure Standard that specifically applies to a sustainability-related risk or opportunity, an entity shall apply paragraphs 57–58 to identify applicable metrics.",,mandatory,True,"[""metrics"", ""targets""]",general,1.0,1.0
IFRS_S1_48_C01,IFRS S1,48,16,Metrics and Targets,Metrics and targets,Metrics and targets,"Metrics disclosed by an entity applying paragraphs 45–46 shall include metrics associated with particular business models, activities or other common features that characterise participation in an industry.","Metrics disclosed by an entity applying paragraphs 45–46 shall include metrics associated with particular business models, activities or other common features that characterise participation in an industry.",,mandatory,True,"[""business_model_value_chain"", ""metrics"", ""targets""]",general,1.0,1.0
IFRS_S1_49_C01,IFRS S1,49,16,Metrics and Targets,Metrics and targets,Metrics and targets,"If an entity discloses a metric taken from a source other than IFRS Sustainability Disclosure Standards, the entity shall identify the source and the metric taken.","If an entity discloses a metric taken from a source other than IFRS Sustainability Disclosure Standards, the entity shall identify the source and the metric taken.",,mandatory,True,"[""metrics"", ""targets""]",general,1.0,1.0
IFRS_S1_50_C01,IFRS S1,50,16,Metrics and Targets,Metrics and targets,Metrics and targets,"If a metric has been developed by an entity, the entity shall disclose information about — (a) how the metric is defined, including whether it is derived by adjusting a metric taken from a source other than IFRS Sustainability Disclosure Standards and, if so, which source and how the metric disclosed by the entity differs from the metric specified in that source","If a metric has been developed by an entity, the entity shall disclose information about: (a) how the metric is defined, including whether it is derived by adjusting a metric taken from a source other than IFRS Sustainability Disclosure Standards and, if so, which source and how the metric disclosed by the entity differs from the metric specified in that source; (b) whether the metric is an absolute measure, a measure expressed in relation to another metric or a qualitative measure (such as a red, amber, green—or RAG—status); (c) whether the metric is validated by a third party and, if so, which party; and (d) the method used to calculate the metric and the inputs to the calculation, including the limitations of the method used and the significant assumptions made.",(a),mandatory,True,"[""metrics"", ""targets""]",general,1.0,1.0
IFRS_S1_50_C02,IFRS S1,50,16,Metrics and Targets,Metrics and targets,Metrics and targets,"If a metric has been developed by an entity, the entity shall disclose information about — (b) whether the metric is an absolute measure, a measure expressed in relation to another metric or a qualitative measure (such as a red, amber, green—or RAG—status)","If a metric has been developed by an entity, the entity shall disclose information about: (a) how the metric is defined, including whether it is derived by adjusting a metric taken from a source other than IFRS Sustainability Disclosure Standards and, if so, which source and how the metric disclosed by the entity differs from the metric specified in that source; (b) whether the metric is an absolute measure, a measure expressed in relation to another metric or a qualitative measure (such as a red, amber, green—or RAG—status); (c) whether the metric is validated by a third party and, if so, which party; and (d) the method used to calculate the metric and the inputs to the calculation, including the limitations of the method used and the significant assumptions made.",(b),mandatory,True,"[""metrics"", ""targets""]",general,1.0,1.0
IFRS_S1_50_C03,IFRS S1,50,16,Metrics and Targets,Metrics and targets,Metrics and targets,"If a metric has been developed by an entity, the entity shall disclose information about — (c) whether the metric is validated by a third party and, if so, which party","If a metric has been developed by an entity, the entity shall disclose information about: (a) how the metric is defined, including whether it is derived by adjusting a metric taken from a source other than IFRS Sustainability Disclosure Standards and, if so, which source and how the metric disclosed by the entity differs from the metric specified in that source; (b) whether the metric is an absolute measure, a measure expressed in relation to another metric or a qualitative measure (such as a red, amber, green—or RAG—status); (c) whether the metric is validated by a third party and, if so, which party; and (d) the method used to calculate the metric and the inputs to the calculation, including the limitations of the method used and the significant assumptions made.",(c),mandatory,True,"[""metrics"", ""targets""]",general,1.0,1.0
IFRS_S1_50_C04,IFRS S1,50,16,Metrics and Targets,Metrics and targets,Metrics and targets,"If a metric has been developed by an entity, the entity shall disclose information about — (d) the method used to calculate the metric and the inputs to the calculation, including the limitations of the method used and the significant assumptions made.","If a metric has been developed by an entity, the entity shall disclose information about: (a) how the metric is defined, including whether it is derived by adjusting a metric taken from a source other than IFRS Sustainability Disclosure Standards and, if so, which source and how the metric disclosed by the entity differs from the metric specified in that source; (b) whether the metric is an absolute measure, a measure expressed in relation to another metric or a qualitative measure (such as a red, amber, green—or RAG—status); (c) whether the metric is validated by a third party and, if so, which party; and (d) the method used to calculate the metric and the inputs to the calculation, including the limitations of the method used and the significant assumptions made.",(d),mandatory,True,"[""metrics"", ""targets""]",general,1.0,1.0
